DS,00 05 09.76,+45 13 44.5,-0.00263,-0.0201,+6.69,+6.75,1.584E+02,-10.5,A1Vn,A,+7.00,12.9,120.0,1925.00,,,,,,,,HR 1,HD 3,SAO 36042,BD +44 4550,WDS 00052+4514,HIP 424,TYC 3246-1952-1,GAIA 386612584958214400,
SS,00 05 03.82,-00 30 10.9,+0.00302,-0.0536,+6.31,+7.40,1.443E+02,+14.9,K0III,HR 2,HD 6,SAO 128569,BD -01 4525,HIP 417,TYC 4663-0045-1,GAIA 2545746482070713856,
VS,00 05 20.14,-05 42 27.4,-0.00080,+0.0893,+4.62,+5.66,4.253E+01,-3.8,K0III-IV,RS,+4.61,+4.69,,,33 Psc,BC Psc,HR 3,HD 28,SAO 128572,BD -06 6357,HIP 443,TYC 4669-0996-1,GAIA 2444348733779214976,
SS,00 05 41.96,+13 23 46.6,+0.00298,-0.0059,+5.55,+6.44,1.173E+02,+1.8,G5III,86 Peg,HR 4,HD 87,SAO 91701,BD +12 5063,HIP 476,TYC 0600-1506-1,GAIA 2768591448634694912,
DV,00 06 15.81,+58 26 12.2,+0.03151,+0.0178,+6.19,+6.85,2.028E+01,-11.6,G5V,AB,+0.88,1.5,5.2,2020.00,1943.0999,1.4400,0.4500,45.00,277.00,221.00,106.700000,CST:,+6.11,,,,V640 Cas,HR 5,GJ 4.1A,HD 123,SAO 21085,BD +57 2865,WDS 00063+5826,HIP 518,TYC 3664-1986-1,
DS,00 06 19.18,-49 04 30.7,+0.05853,-0.0409,+5.71,+6.22,2.618E+01,+5.8,F7V,A,+5.80,5.4,176.0,1928.00,,,,,,,,HR 6,GJ 4.2A,HD 142,SAO 214963,CD -49 14337,WDS 00063-4905,HIP 522,TYC 8025-0341-1,GAIA 4976894960284258048,
SS,00 06 26.54,+64 11 46.2,+0.00142,+0.0008,+5.57,+5.54,2.935E+02,-0.6,B9III,10 Cas,HR 7,HD 144,SAO 10978,BD +63 2107,HIP 531,TYC 4022-1776-1,GAIA 431696822314371456,
DV,00 06 36.78,+29 01 17.4,+0.02898,-0.1777,+6.07,+6.82,1.377E+01,-6.8,K0V,A,+2.60,162.7,252.0,1921.00,,,,,,,,BY,+6.13,+6.17,6.23,,V439 And,HR 8,GJ 5,HD 166,SAO 73743,BD +28 4704,WDS 00066+2901,HIP 544,TYC 1735-0927-1,GAIA 2860924621205256704,
SS,00 06 50.09,-23 06 27.1,+0.00703,-0.0473,+6.19,+6.57,3.974E+01,+6.1,A7V,HR 9,HD 203,SAO 166053,CD -23 4,HIP 560,TYC 6412-1068-1,GAIA 2337191189529102336,
SS,00 07 18.27,-17 23 13.2,-0.00077,+0.0166,+6.21,+6.34,1.029E+02,-9.0,A0Vnshell,HR 10,HD 256,SAO 147090,BD -18 6428,HIP 602,TYC 5838-1289-1,GAIA 2414558084699665920,
SS,00 07 44.11,-02 32 55.2,+0.00179,+0.0020,+6.44,+6.32,2.186E+02,+13.2,B8IIIpSi,HR 11,HD 315,SAO 128595,BD -03 2,HIP 635,TYC 4666-0548-1,GAIA 2448436443133372544,
DS,00 07 46.90,-22 30 30.8,+0.00495,-0.0354,+5.94,+6.07,8.555E+01,-4.7,A2Vp:,,+5.00,1.9,142.0,1964.00,,,,,,,,HR 12,HD 319,SAO 166066,CD -23 13,WDS 00078-2231,HIP 636,TYC 6412-1067-1,GAIA 2340329539312677888,
SS,00 08 03.49,-33 31 45.6,-0.00346,+0.0034,+5.66,+6.77,9.737E+01,+7.4,K1III,HR 13,HD 344,SAO 192367,CD -34 17,HIP 655,TYC 6992-1050-1,GAIA 2313208023428489984,
