"full_name",equinox,q,e,i,w,om,tp,epoch,M1,K1,diameter,GM,rot_per,albedo,BV,spec_T
"     C/1881 W1 (Swift)",J2000,1.924973,0.990169,144.8016,117.9488,183.0394,2408404.7418,2408404.7418,,,,,,,,
"     C/1882 F1 (Wells)",J2000,.06076319271541739,.9999928686793312,73.79692477335327,208.9846271441497,206.589399931938,2408607.529689274387,2408616.5,,,,,,,,
"     C/1882 R1-A (Great September comet)",J2000,0.007750,0.999899,142.0112,69.5843,347.6563,2408706.2241,2408709.5,,,,,,,,
"     C/1882 R1-B (Great September comet)",J2000,.007752632654693733,.9999069978685318,142.0206977584303,69.60913377721184,347.6858552595434,2408706.223985324483,2408798.5,,,,,,,,
"     C/1882 R1-C (Great September comet)",J2000,0.007751,0.999915,142.0105,69.5840,347.6545,2408706.2241,2408709.5,,,,,,,,
"     C/1882 R1-D (Great September comet)",J2000,0.007749,0.999920,142.0093,69.5808,347.6510,2408706.2241,2408709.5,,,,,,,,
"     C/1882 R2 (Barnard)",J2000,.9555670000000066,1.0,96.14660000000002,254.288300000002,250.7703,2408762.975400000001,2408785.5,,,,,,,,
"     C/1883 D1 (Brooks-Swift)",J2000,.7600366016484127,1.000077396988954,78.06626043567613,110.8881117270746,279.772779265489,2408860.950917435457,2408881.5,,,,,,,,
"     C/1884 A1 (Ross)",J2000,0.309607,1.0,114.9770,138.5968,265.9925,2409170.2926,2409170.2926,,,,,,,,
"     D/1884 O1 (Barnard)",J2000,1.279598203942167,.583594335629989,5.473222503560487,301.053762770915,6.750708477851579,2409405.472934034411,2409411.5,,,,,,,,
"     C/1885 N1 (Barnard)",J2000,2.506483148733141,1.0,80.6119893689344,178.6095687564193,93.90132872280208,2409759.947750418361,2409751.5,,,,,,,,
"     C/1885 R1 (Brooks)",J2000,0.749149,0.982264,59.0970,42.8501,206.3675,2409764.1573,2409760.5,,,,,,,,
"     C/1885 X1 (Fabry)",J2000,.642382938451641,1.000387113881838,82.62977642782661,126.5889757158978,37.96246203477163,2410002.955611179343,2409924.5,,,,,,,,
"     C/1885 X2 (Barnard)",J2000,.4792547375146268,1.000200158025937,84.44081160481933,119.6245146670319,69.90999452293423,2410030.287037643357,2409938.5,,,,,,,,
"     C/1885 Y1 (Brooks)",J2000,1.079406810563923,1.000008804227581,42.44237071788757,35.57422387075344,263.812522043317,2409871.495724821254,2409920.5,,,,,,,,
"     C/1886 H1 (Brooks)",J2000,.2695128789642098,.9951434029568824,87.62919010353608,201.3222045639203,194.1673891157011,2410065.384109535580,2410034.5,,,,,,,,
"     C/1886 J1 (Brooks)",J2000,.8420066307344243,1.000114948720622,100.2092855719016,38.59290936053706,289.3613231815893,2410031.469696053467,2410035.5,,,,,,,,
"     D/1886 K1 (Brooks)",J2000,1.325291557930846,.5713596274725783,12.67159786365291,176.8772788674663,55.13569358584773,2410064.710923643423,2410055.5,,,,,,,,
"     C/1886 T1 (Barnard-Hartwig)",J2000,0.663317,1.000408,101.6154,86.3484,138.9713,2410257.4968,2410240.5,,,,,,,,
"     C/1887 B1 (Great southern comet)",J2000,0.00483,1.0,144.383,83.513,4.585,2410283.434,2410283.434,,,,,,,,
"     C/1887 B2 (Brooks)",J2000,1.630145,0.983694,104.2738,159.4231,281.5113,2410348.3907,2410360.5,,,,,,,,
"     C/1887 B3 (Barnard)",J2000,1.480714,1.0,85.5867,31.9115,259.7963,2410239.4056,2410373.5,,,,,,,,
"     C/1887 D1 (Barnard)",J2000,1.006455,1.0,139.7763,36.5539,137.0419,2410359.4359,2410326.5,,,,,,,,
"     C/1887 J1 (Barnard)",J2000,1.393813,0.996093,17.5479,15.0876,246.8451,2410439.663,2410440.5,,,,,,,,
"     C/1888 D1 (Sawerthal)",J2000,0.698772,0.995874,42.2482,359.9049,246.9623,2410714.0021,2410720.5,,,,,,,,
"     C/1888 P1 (Brooks)",J2000,0.902226,0.999908,74.1904,59.2168,103.0576,2410850.1364,2410850.1364,,,,,,,,
"     C/1888 R1 (Barnard)",J2000,1.814916,1.001230,166.3842,340.4642,358.9751,2411034.1682,2411040.5,,,,,,,,
"     C/1888 U1 (Barnard)",J2000,1.527853,0.991488,56.3425,290.8087,139.0896,2410893.7824,2410880.5,,,,,,,,
"     C/1889 G1 (Barnard)",J2000,2.255596,0.999818,163.8517,236.0618,312.2212,2411164.8139,2411160.5,,,,,,,,
"     C/1889 O1 (Davidson)",J2000,1.039721,0.997611,65.9916,345.8619,287.7115,2411203.284,2411200.5,,,,,,,,
"     C/1889 X1 (Borrelly)",J2000,0.269796,1.0,56.7537,199.8551,10.0183,2411394.4764,2411394.4764,,,,,,,,
"     C/1890 F1 (Brooks)",J2000,1.907604596070814,1.000335595667974,120.569048957471,68.93145745055558,321.87681376,2411520.545648197327,2411627.5,,,,,,,,
"     C/1890 O1 (Coggia)",J2000,0.764087,1.0,63.3509,85.6608,15.8347,2411557.5373,2411578.5,,,,,,,,
"     C/1890 O2 (Denning)",J2000,1.260223,0.999187,98.9373,163.0523,101.6590,2411635.5078,2411640.5,,,,,,,,
"     C/1890 V1 (Zona)",J2000,2.039858765547168,.994352319269631,154.2642091838949,330.8795932586861,86.89081177996742,2411586.328734178447,2411708.5,,,,,,,,
"     C/1891 F1 (Barnard-Denning)",J2000,0.397896,1.0,120.5116,178.7501,195.4535,2411850.521,2411850.5,,,,,,,,
"     C/1891 T1 (Barnard)",J2000,0.971089,1.0,77.9880,269.5671,219.5276,2412050.5427,2412050.5427,,,,,,,,
"     C/1892 E1 (Swift)",J2000,1.026892843204419,.9988006497285539,38.70072363348961,24.50417906460499,242.4283431509879,2412195.655795515132,2412306.5,,,,,,,,
"     C/1892 F1 (Denning)",J2000,1.970844045144045,1.000591149506102,89.6933475084014,129.3254464331629,254.9397992824375,2412230.239948580710,2412235.5,,,,,,,,
"     C/1892 Q1 (Brooks)",J2000,.9760042938800123,1.000311334012426,24.79967393448009,252.6522032525985,266.0331771322552,2412461.086720777625,2412524.5,,,,,,,,
"     C/1892 W1 (Brooks)",J2000,1.19510868331441,1.0,143.8494904026969,85.21229178210901,187.1418514928383,2412470.493356748309,2412471.5,,,,,,,,
"     C/1893 N1 (Rordame-Quenisset)",J2000,.6744244490117037,1.001703095705961,159.9750170760228,47.14940890288952,338.8605219131437,2412652.274315239791,2412663.5,,,,,,,,
"     C/1893 U1 (Brooks)",J2000,0.811991,0.996489,129.8233,347.4515,176.4141,2412726.2223,2412726.2223,,,,,,,,
"     D/1894 F1 (Denning)",J2000,1.147211436930506,.6984202542823497,5.529349918924856,46.39323579724935,85.70772936197754,2412869.454463091142,2412925.5,12.4,10.,,,,,,
"     C/1894 G1 (Gale)",J2000,.9829843091986097,.9889445514822618,86.95851988315646,324.1738913295853,207.890403977175,2412932.377370089641,2412983.5,,,,,,,,
"     D/1895 Q1 (Swift)",J2000,1.297763,0.652013,2.9923,167.7817,171.7537,2413426.8156,2413430.5,,,,,,,,
"     C/1895 W1 (Perrine)",J2000,.1919769668034313,1.000051677678226,141.6263413348372,272.66638966,321.955441419108,2413546.329236211349,2413579.5,,,,,,,,
"     C/1895 W2 (Brooks)",J2000,0.843034,1.0,76.2461,298.7831,84.5467,2413488.0527,2413488.0527,,,,,,,,
"     C/1896 C1 (Perrine-Lamp)",J2000,.587285710501154,1.000010578361868,155.7386669957718,358.3158875052158,210.2798864210515,2413590.776425454716,2413614.5,,,,,,,,
"     C/1896 G1 (Swift)",J2000,.5664891973569736,.9987186693696041,55.51836214214099,1.714974127473563,179.7270145833555,2413667.638009023578,2413688.5,,,,,,,,
"     C/1896 R1 (Sperra)",J2000,1.142895,1.0,88.4215,41.0582,152.4400,2413751.9428,2413751.9428,,,,,,,,
"     C/1896 V1 (Perrine)",J2000,1.062626054191984,1.000247728717743,146.1404661586535,172.3201414744736,87.92592285646931,2413964.085378374840,2413962.5,,,,,,,,
"     C/1897 U1 (Perrine)",J2000,1.356288966093011,1.000002907397001,69.6147738698636,65.95081160250072,33.48932222451661,2414267.683381632467,2414224.5,,,,,,,,
"     C/1898 F1 (Perrine)",J2000,1.095262833768269,.9804491259340256,72.52915998025942,47.30803870703654,263.8671009464642,2414366.132291710163,2414427.5,6.4,10.75,,,,,,
"     C/1898 L1 (Coddington-Pauly)",J2000,1.701590269026724,1.000976945137611,69.93525513826393,233.2683267679938,75.40825678220341,2414547.042380153924,2414513.5,,,,,,,,
"     C/1898 L2 (Perrine)",J2000,.6261209670050003,1.0,70.03126875409151,205.6397858490081,260.522710977934,2414518.202182762406,2414472.5,,,,,,,,
"     C/1898 M1 (Giacobini)",J2000,1.502238044501262,1.008888662013334,166.8684893785824,22.23308941522592,279.6648918130843,2414496.297566588004,2414470.5,,,,,,,,
"     C/1898 R1 (Perrine-Chofardet)",J2000,.4204812042222061,1.000034068376416,28.85833308632357,162.3636923834316,36.29147474380338,2414583.539028446173,2414553.5,7.5,4.5,,,,,,
"     C/1898 U1 (Brooks)",J2000,.7560175599554874,1.0,140.3447593232786,123.5483879652746,97.74114440961939,2414617.151771287832,2414598.5,,,,,,,,
"     C/1898 V1 (Chase)",J2000,2.284705659577893,.9992494914144879,22.50277188242595,4.656095255169309,97.24067983917647,2414553.143253708367,2414689.5,,,,,,,,
"     C/1899 E1 (Swift)",J2000,.3265623474498203,1.000325246952994,146.2704268576312,8.7056963417172,26.40589260512413,2414757.977084535386,2414778.5,,,,,,,,
"     C/1899 S1 (Giacobini)",J2000,1.785615847511348,1.0,76.94895461743268,10.75176034629743,273.6274116363764,2414912.867591077184,2414956.5,,,,,,,,
"     C/1900 B1 (Giacobini)",J2000,1.331568365620105,1.001188984500468,146.4480336522749,24.41177883559559,41.79309311303147,2415138.915309285167,2415165.5,,,,,,,,
"     C/1900 O1 (Borrelly-Brooks)",J2000,1.014834484556042,1.000321711173354,62.53290972222625,12.42290155170206,329.4125434028402,2415235.200913504527,2415246.5,,,,,,,,
"     C/1901 G1 (Great comet)",J2000,.244803668724958,1.0,131.0768926124766,203.0505491550859,111.0377511865552,2415499.251217823152,2415523.5,,,,,,,,
"     C/1902 G1 (Brooks)",J2000,0.44392,1.0,65.201,229.621,54.033,2415877.296,2415877.296,,,,,,,,
"     C/1902 R1 (Perrine)",J2000,.4009737764471485,.9998539992994894,156.3543982472926,152.9942222354402,50.73686060851074,2416077.858207263421,2416018.5,,,,,,,,
"     C/1902 X1 (Giacobini)",J2000,2.77333226252424,1.000033194950607,43.89346648823357,5.836346792348269,118.8115484758322,2416197.494033800502,2416121.5,,,,,,,,
"     C/1903 A1 (Giacobini)",J2000,.4106786361156054,1.008084004128638,30.95202186109105,133.5845857725409,3.609246353070683,2416189.969822386185,2416183.5,,,,,,,,
"     C/1903 H1 (Grigg)",J2000,0.499420,1.0,66.4835,184.9416,214.4924,2416199.4203,2416199.4203,,,,,,,,
"     C/1903 M1 (Borrelly)",J2000,.3303793568005197,1.000784637212254,85.03733316303682,127.2172295380418,294.9153202797928,2416354.602031105303,2416307.5,,,,,,,,
"     C/1904 H1 (Brooks)",J2000,2.70779479248792,1.001911728254438,125.1313983666228,53.52327297602607,277.1264476281299,2416547.123137691903,2416643.5,,,,,,,,
"     C/1904 Y1 (Giacobini)",J2000,1.882049,1.000678,99.5989,40.7407,219.7891,2416788.3048,2416800.5,,,,,,,,
"     C/1905 F1 (Giacobini)",J2000,1.112605731614217,.9527773749167385,40.06682872116929,358.1636569392155,158.9519943465741,2416940.002304206133,2416955.5,,,,,,,,
"     C/1905 W1 (Schaer)",J2000,1.051022930485175,.9860064070018348,140.527470516073,132.4666475209946,224.3013521049954,2417144.476221775036,2417184.5,,,,,,,,
"     C/1905 X1 (Giacobini)",J2000,.2158987537599882,1.0,43.65192870743951,199.2150997199441,93.37421975983912,2417233.356437786390,2417223.5,,,,,,,,
"     C/1906 B1 (Brooks)",J2000,1.296230084228027,.9998477167552965,126.4424038686241,89.8433591241922,287.7080821514433,2417202.285488828155,2417263.5,7.0,16.75,,,,,,
"     C/1906 E1 (Kopff)",J2000,3.340249010417319,1.001876057431552,4.282707063071523,158.6139309428439,343.6238932022266,2417136.822807751859,2417314.5,,,,,,,,
"     C/1906 F1 (Ross)",J2000,0.722913,1.0,83.4615,276.4641,73.3526,2417262.9333,2417262.9333,,,,,,,,
"     C/1906 V1 (Thiele)",J2000,1.212454605237822,.9807740840795207,56.36867471236297,8.628454286750996,86.08668635904176,2417536.216668127171,2417553.5,,,,,,,,
"     C/1907 E1 (Giacobini)",J2000,2.052202145179986,1.004529396497969,141.6593124637497,317.0534659132864,98.47073360086446,2417653.982035062465,2417657.5,,,,,,,,
"     C/1907 G1 (Grigg-Mellish)",J2000,.9235889029809398,.9852053828199393,109.9510342350281,328.6038760569633,190.4689962001989,2417662.380942619991,2417683.5,,,,,,,,
"     C/1907 L2 (Daniel)",J2000,.5121775063729215,.9987674834806792,8.957993146358199,294.4704562151533,144.2671341687653,2417822.962067011399,2417845.5,,,,,,,,
"     C/1907 T1 (Mellish)",J2000,.9829779311326142,1.000085768807846,119.6373599813533,294.3827959026776,55.89617731378309,2417833.359989932899,2417890.5,,,,,,,,
"     C/1908 R1 (Morehouse)",J2000,.9454066236048493,1.000924115992193,140.173814691244,171.582509785895,104.4585989844672,2418301.748049453565,2418245.5,,,,,,,,
"     C/1909 L1 (Borrelly-Daniel)",J2000,.8429691300598464,.9960359046147049,52.08429755444244,5.011053046223141,306.8968917037795,2418463.268125767406,2418496.5,,,,,,,,
"     C/1910 A1 (Great January comet)",J2000,.1289573715780392,.9997876729912113,138.7782734030015,320.8922106543539,90.02958416052161,2418689.087380777054,2418705.5,,,,,,,,
"     C/1910 P1 (Metcalf)",J2000,1.947239457311715,.9980649853188225,121.0420062978368,50.99523434771459,290.7755984281294,2418931.371680619029,2418927.5,,,,,,,,
"     C/1911 N1 (Kiess)",J2000,.6838291180040257,.9962766200566044,148.4199271055019,110.3699109001606,158.6654472656687,2419218.175574380547,2419247.5,,,,,,,,
"     C/1911 O1 (Brooks)",J2000,0.489429,0.997005,33.8095,153.0045,294.2071,2419337.7368,2419320.5,,,,,,,,
"     C/1911 S2 (Quenisset)",J2000,.787270906938746,.9967526874692062,108.099581199479,122.0886131701733,36.42656724785779,2419353.382045257941,2419336.5,,,,,,,,
"     C/1911 S3 (Beljawsky)",J2000,0.303424,1.000147,96.4659,71.7112,89.8969,2419320.2638,2419320.5,,,,,,,,
"     C/1912 R1 (Gale)",J2000,.716079628317234,1.000440788932595,79.81014336510087,25.62251929578791,298.2469323257105,2419680.953410142400,2419716.5,,,,,,,,
"     C/1912 V1 (Borrelly)",J2000,1.107108,1.0,124.6351,99.6836,145.0159,2419696.9584,2419696.9584,,,,,,,,
"     C/1913 J1 (Schaumasse)",J2000,1.456997218861739,.997226087186018,152.3640873296251,52.97903423480147,316.2674750577254,2419903.123644975519,2419920.5,,,,,,,,
"     C/1913 R1 (Metcalf)",J2000,1.356120,0.997560,143.3547,117.7060,158.6396,2420025.0538,2420025.0538,,,,,,,,
"     C/1913 Y1 (Delavan)",J2000,1.104414044073785,1.000140466736294,68.04270989906651,97.4691083358437,60.39740680212475,2420432.269092858452,2420215.5,4.8,4.25,,,,,,
"     C/1914 F1 (Kritzinger)",J2000,1.198605855721825,1.000624130044193,23.91960458473324,72.22133849961196,200.121660924461,2420288.190553425294,2420274.5,11.2,4.5,,,,,,
"     C/1914 J1 (Zlatinsky)",J2000,.5431886349620859,1.000133303871513,112.979407530138,116.4160351787003,33.85391359303172,2420261.378007813570,2420281.5,9.0,8.,,,,,,
"     C/1914 M1 (Neujmin)",J2000,3.747063814596675,1.003245755808669,71.04626241988259,13.98330356676752,271.5141975237893,2420343.903921351467,2420350.5,,,,,,,,
"     C/1914 S1 (Campbell)",J2000,.6782753705417023,.9038339728957765,76.85692474452995,265.279484921001,2.401352524231942,2420347.633272645880,2420452.5,,,,,,,,
"     C/1915 C1 (Mellish)",J2000,1.005323568678039,1.000275632729316,54.79149015521837,247.7822263793256,73.45306750729253,2420696.150643272959,2420684.5,7.6,4.5,,,,,,
"     C/1915 R1 (Mellish)",J2000,.4633460187787822,1.000943446906301,52.41415443034447,116.3618061774701,77.63965477203922,2420784.119774064331,2420762.5,,,,,,,,
"     C/1916 G1 (Wolf)",J2000,1.686430803053937,.9994218325612461,25.65872680056235,120.6211112127107,184.4573408438843,2421396.574055129680,2421379.5,5.9,15.75,,,,,,
"     C/1917 F1 (Mellish)",J2000,.1901937074766215,.993058227782871,32.68731667605889,121.3136763048433,88.67459867129705,2421329.675420974762,2421318.5,11.0,16.,,,,,,
"     C/1917 H1 (Schaumasse)",J2000,.76416988084517,1.000064710793971,158.7392670349381,119.1480654730817,10.82961778574444,2421367.206844915998,2421373.5,12.0,31.25,,,,,,
"     C/1918 L1 (Reid)",J2000,1.101641,1.0,69.7093,194.9062,18.8382,2421750.8794,2421750.8794,,,,,,,,
"     D/1918 W1 (Schorr)",J2000,1.883064703858838,.4682912760063241,5.571980277110162,279.2906485795414,118.9639973601793,2421866.788935074109,2421932.5,,,,,,,,
"     C/1919 Q2 (Metcalf)",J2000,1.115203618002338,.9997785887492251,46.38315800414978,185.7644451488193,122.097279220887,2422300.317481026788,2422219.5,5.1,11.5,,,,,,
"     C/1919 Y1 (Skjellerup)",J2000,0.29769,1.0,123.175,276.576,316.713,2422326.674,2422326.674,,,,,,,,
"     C/1920 X1 (Skjellerup)",J2000,1.147895223452719,.9940707014676405,22.03030292340758,340.8884108700807,108.8323735283503,2422670.008015956196,2422700.5,,,,,,,,
"     C/1921 E1 (Reid)",J2000,1.008453601302055,1.000575704857689,132.1887837042348,64.4930538932303,269.4412032265895,2422819.949865369518,2422789.5,,,,,,,,
"     C/1921 H1 (Dubiago)",J2000,1.11612246632461,.9347381639360419,22.3454025246227,97.48133618992105,67.12734511237147,2422814.881049042156,2422830.5,,,,,,,,
"     C/1922 B1 (Reid)",J2000,1.629083,0.986968,32.4456,183.6812,275.5991,2422991.2661,2422991.2661,,,,,,,,
"     C/1922 U1 (Baade)",J2000,2.258669142916854,1.000472786542865,51.45570892343142,118.2919164334731,221.5800387386342,2423354.014986634543,2423399.5,,,,,,,,
"     C/1922 W1 (Skjellerup)",J2000,0.923590,0.993735,23.3659,264.4827,263.0567,2423423.7232,2423423.7232,,,,,,,,
"     C/1923 T1 (Dubiago-Bernard)",J2000,0.777832,1.0,113.7920,255.3244,227.7378,2423741.8481,2423741.8481,,,,,,,,
"     C/1924 F1 (Reid)",J2000,1.755695,0.998598,72.3273,271.4401,115.0738,2423858.4493,2423840.5,,,,,,,,
"     C/1924 R1 (Finsler)",J2000,.405911300403473,.9985300363658632,120.1138179934646,66.50189267036946,81.14838786335652,2424033.323362913916,2424056.5,,,,,,,,
"     C/1925 F1 (Shajn-Comas Sola)",J2000,4.180785,1.002432,146.7131,205.7601,358.5393,2424400.4464,2424400.5,,,,,,,,
"     C/1925 F2 (Reid)",J2000,1.633299,0.995116,26.9797,259.2776,7.0401,2424361.3669,2424360.5,,,,,,,,
"     C/1925 G1 (Orkisz)",J2000,1.109477,1.000605,100.0224,36.1814,319.1096,2424242.0065,2424240.5,,,,,,,,
"     C/1925 V1 (Wilk-Peltier)",J2000,0.763569,1.000505,144.5980,126.1298,141.7818,2424491.7674,2424491.7674,,,,,,,,
"     C/1925 W1 (Van Biesbroeck)",J2000,1.566243,1.000382,49.3307,106.3992,335.6130,2424426.473,2424440.5,,,,,,,,
"     C/1925 X1 (Ensor)",J2000,0.322588,1.0,123.0003,354.8856,283.4568,2424558.4728,2424558.4728,,,,,,,,
"     C/1926 B1 (Blathwayt)",J2000,1.345477,0.992384,128.2986,328.2585,137.1264,2424518.3042,2424520.5,,,,,,,,
"     C/1927 A1 (Blathwayt)",J2000,1.035782378393369,1.0,92.35652197611765,231.8577544770197,19.82348253220643,2424926.001844924211,2424918.5,,,,,,,,
"     C/1927 B1 (Reid)",J2000,.7500311316040593,1.001186340333735,83.66961501635866,224.1636808472455,109.5994127561856,2424879.820133759825,2424913.5,,,,,,,,
"     C/1927 E1 (Stearns)",J2000,3.685078806240951,1.001265119258339,87.68954297443118,11.06840562974076,215.6616738211999,2424961.902083047020,2424998.5,,,,,,,,
"     C/1927 X1 (Skjellerup-Maristany)",J2000,0.176157,0.999840,85.1126,47.1588,78.2436,2425232.6809,2425240.5,,,,,,,,
"     C/1929 Y1 (Wilk)",J2000,0.672235,0.999028,124.5103,157.4943,179.9721,2425998.8098,2425998.8098,,,,,,,,
"     C/1930 D1 (Peltier-Schwassmann-Wachmann)",J2000,1.087114,0.998131,99.8830,325.0835,148.5325,2425992.1099,2425992.1099,,,,,,,,
"     C/1930 E1 (Beyer)",J2000,2.078632,1.000524,71.9693,24.6270,117.3671,2426084.6185,2426080.5,,,,,,,,
"     C/1930 F1 (Wilk)",J2000,0.481810,0.992194,67.1409,46.9599,91.2366,2426064.2997,2426080.5,,,,,,,,
"     C/1930 L1 (Forbes)",J2000,1.152800,1.0,97.0912,320.9657,279.2646,2426106.9376,2426133.5,,,,,,,,
"     C/1931 O1 (Nagata)",J2000,1.046194951708566,.9784511602778915,42.30241346735011,320.0911351137149,192.2526215310513,2426504.249203641685,2426619.5,5.7,4.75,,,,,,
"     C/1931 P1 (Ryves)",J2000,0.074924,0.999326,169.2881,168.1455,102.2776,2426579.4125,2426560.5,,,,,,,,
"     C/1932 G1 (Houghton-Ensor)",J2000,1.254431,0.972127,74.2776,303.5157,213.4835,2426766.4281,2426760.5,,,,,,,,
"     C/1932 H1 (Carrasco)",J2000,2.318384552850102,1.000105770060531,58.08349554276007,109.8070345957619,18.79787361749704,2426675.320694968516,2426827.5,,,,,,,,
"     C/1932 M1 (Newman)",J2000,1.647387981465154,1.000493262239575,78.38847306847423,69.78849629599554,246.0897385691517,2426975.054186813919,2426927.5,11.1,4.5,,,,,,
"     C/1932 M2 (Geddes)",J2000,2.312627165741982,.9992944636212685,124.9768975087974,329.6306776787413,216.0801156304305,2426971.384803494072,2427167.5,6.1,4.5,,,,,,
"     C/1932 P1 (Peltier-Whipple)",J2000,1.037232709709144,.9768933715523871,71.72328481045028,38.4671100978093,345.4663511919217,2426952.353386357652,2426950.5,8.1,38.25,,,,,,
"     C/1932 Y1 (Dodwell-Forbes)",J2000,1.13076471811535,.9721601688118112,24.50246046133467,327.3572730227572,78.58915239601802,2427072.025636563458,2427092.5,9.1,15.25,,,,,,
"     C/1933 D1 (Peltier)",J2000,1.000678651794773,.9999987288461322,86.68037351127141,135.9842118215669,312.4667769514201,2427110.196802978693,2427132.5,11.3,12.,,,,,,
"     C/1935 A1 (Johnson)",J2000,.8111423372100578,.9912972447868458,65.42363655435526,18.39893384068561,92.44470589513136,2427859.969561277322,2427861.5,11.2,26.5,,,,,,
"     C/1935 M1 (Jackson)",J2000,3.485700,1.0,141.9494,124.3132,74.2111,2427687.4205,2427687.4205,,,,,,,,
"     C/1935 Q1 (Van Biesbroeck)",J2000,4.043409,1.002045,66.1122,44.8957,300.5614,2428300.1361,2428280.5,,,,,,,,
"     C/1936 K1 (Peltier)",J2000,1.099882732654682,.9919812140684563,78.54786764760716,148.4782766182549,134.9407130759561,2428358.459072829339,2428347.5,6.6,18.,,,,,,
"     C/1936 O1 (Kaho-Kozik-Lis)",J2000,0.518403,0.994389,121.9417,45.8496,265.0062,2428365.3203,2428360.5,,,,,,,,
"     C/1937 C1 (Whipple)",J2000,1.733768736550646,1.000162332837115,41.55172146702436,107.7360328192498,128.6080620478326,2428704.564170028754,2428675.5,4.3,16.25,,,,,,
"     C/1937 D1 (Wilk)",J2000,.618889639487996,.9806430298112813,26.01401934793873,31.45794263948982,58.27004195970664,2428586.026644306530,2428609.5,,,,,,,,
"     C/1937 N1 (Finsler)",J2000,.8627481875975224,1.000378456983414,146.4133559259673,114.8324639851016,59.41986948826872,2428761.163356369010,2428741.5,6.3,13.25,,,,,,
"     C/1937 P1 (Hubble)",J2000,1.953657,0.972499,11.5806,147.4924,97.7957,2428486.7456,2428480.5,,,,,,,,
"     C/1939 B1 (Kozik-Peltier)",J2000,.7164845262786019,.9954512374866702,63.5263889552737,169.0243755212348,289.6090516894953,2429301.354378859248,2429302.5,9.6,10.,,,,,,
"     C/1939 H1 (Jurlof-Achmarof-Hassel)",J2000,.5282550690622948,.991503163590178,138.1678518210673,89.15172135965713,312.3489890332002,2429363.613913578385,2429390.5,6.0,4.5,,,,,,
"     C/1939 V1 (Friend)",J2000,0.945209,0.997192,92.9520,126.7769,197.1118,2429573.126,2429600.5,,,,,,,,
"     C/1940 O1 (Whipple-Paraskevopoulos)",J2000,1.082228,0.980843,54.6906,235.7368,135.0616,2429910.7491,2429920.5,,,,,,,,
"     C/1940 R2 (Cunningham)",J2000,0.367751,1.000485,49.8942,199.5690,296.5905,2430010.734,2430000.5,,,,,,,,
"     C/1940 S1 (Okabayasi-Honda)",J2000,1.061768,1.001459,133.1141,329.6782,128.0685,2429857.2592,2429840.5,,,,,,,,
"     C/1941 B1 (Friend-Reese-Honda)",J2000,0.941864,0.981221,26.2756,132.7319,329.7897,2430014.8778,2430014.8778,,,,,,,,
"     C/1941 B2 (de Kock-Paraskevopoulos)",J2000,0.790033,0.999102,168.2039,268.6997,43.1069,2430022.1577,2430040.5,,,,,,,,
"     C/1941 K1 (van Gent)",J2000,0.874789,1.000243,94.5165,85.3219,257.5598,2430240.6842,2430240.5,,,,,,,,
"     C/1942 C1 (Whipple-Bernasconi-Kulin)",J2000,1.445344078269943,1.001018733305793,79.45403386166006,223.411735768982,340.9344566451295,2430480.328103912945,2430447.5,,,,,,,,
"     C/1942 C2 (Oterma)",J2000,4.113405017886291,1.00118200911091,172.5143202415896,163.6380002725105,281.039707539875,2430629.897747341568,2430503.5,,,,,,,,
"     C/1942 EA (Vaisala)",J2000,1.288475522915787,.9268325022462542,37.86476012545564,335.5665959717819,172.2862886098324,2430406.623466271070,2430440.5,,,,,,,,
"     C/1942 X1 (Whipple-Fedtke-Tevzadze)",J2000,1.353647,0.992196,19.7127,39.8432,100.7990,2430762.2211,2430760.5,,,,,,,,
"     C/1943 R1 (Daimaca)",J2000,0.758300,1.0,161.3186,36.4129,83.3863,2430958.0465,2430958.0465,,,,,,,,
"     C/1943 W1 (van Gent-Peltier-Daimaca)",J2000,.8742522971463439,.9995129968874485,136.1832972015461,33.09160174415769,58.63012169930024,2431101.763393214339,2431061.5,,,,,,,,
"     C/1944 H1 (Vaisala)",J2000,2.411170700921862,.9932232818359586,17.30490046005432,238.9362869619083,29.07017414903822,2431459.502414468138,2431201.5,,,,,,,,
"     C/1944 K2 (van Gent)",J2000,2.225933,1.002085,95.0056,336.9741,203.5003,2431289.1133,2431280.5,,,,,,,,
"     C/1945 L1 (du Toit)",J2000,0.998063,1.0,156.5080,280.1236,255.0453,2431592.6456,2431592.6456,,,,,,,,
"     C/1945 W1 (Friend-Peltier)",J2000,0.19435,1.0,49.480,216.712,326.204,2431806.781,2431806.781,,,,,,,,
"     C/1945 X1 (du Toit)",J2000,0.007516,1.0,141.8734,72.0619,351.2006,2431817.4652,2431817.4652,,,,,,,,
"     C/1946 C1 (Timmers)",J2000,1.724129,1.001169,72.8427,54.3280,129.6650,2431923.7632,2431920.5,,,,,,,,
"     C/1946 K1 (Pajdusakova-Rotbart-Weber)",J2000,1.018412419910921,.9994347400867233,169.5598101545441,22.22664831190326,301.9490739963463,2431951.945291800086,2431981.5,,,,,,,,
"     C/1946 P1 (Jones)",J2000,1.135979295928624,1.000978423487424,56.96488091901994,320.4102178557673,238.3354723480336,2432120.269316128517,2432262.5,,,,,,,,
"     C/1946 U1 (Bester)",J2000,2.407675371650016,1.000611887328799,108.1758067235658,348.6218750724823,35.5574306140407,2432223.858336480342,2432197.5,,,,,,,,
