"full_name",equinox,q,e,i,w,om,tp,epoch,M1,K1,diameter,GM,rot_per,albedo,BV,spec_T
"     C/2002 VQ94 (LINEAR)",J2000,6.796765402121506,.9662866385009372,70.51627473162478,100.0532103418657,35.01508992016803,2453773.336213789891,2453980.5,9.3,4.5,,,,,,
"     C/2002 W1 (SOHO)",J2000,0.0069,1.0,138.86,48.93,320.24,2452595.44,2452595.44,,,,,,,,
"     C/2002 W2 (SOHO)",J2000,0.0072,1.0,144.15,88.69,11.08,2452596.74,2452596.74,,,,,,,,
"     C/2002 W3 (SOHO)",J2000,0.0051,1.0,142.31,88.62,12.58,2452597.62,2452597.62,,,,,,,,
"     C/2002 W4 (SOHO)",J2000,0.0051,1.0,144.06,88.32,12.68,2452598.42,2452598.42,,,,,,,,
"     C/2002 W5 (SOHO)",J2000,0.0049,1.0,143.67,85.91,8.42,2452599.47,2452599.47,,,,,,,,
"     C/2002 W6 (SOHO)",J2000,0.0051,1.0,141.93,89.07,13.31,2452599.23,2452599.23,,,,,,,,
"     C/2002 W7 (SOHO)",J2000,0.0076,1.0,139.69,53.52,327.04,2452600.8,2452600.8,,,,,,,,
"     C/2002 W8 (SOHO)",J2000,0.0073,1.0,139.37,63.01,339.16,2452601.62,2452601.62,,,,,,,,
"     C/2002 W9 (SOHO)",J2000,0.0051,1.0,144.03,84.98,6.73,2452602.2,2452602.2,,,,,,,,
"     C/2002 W10 (SOHO)",J2000,0.0055,1.0,141.11,92.75,18.30,2452603.3,2452603.3,,,,,,,,
"     C/2002 W11 (SOHO)",J2000,0.0053,1.0,143.17,90.40,13.74,2452603.98,2452603.98,,,,,,,,
"     C/2002 W12 (SOHO)",J2000,0.0049,1.0,144.49,83.42,4.32,2452607.49,2452607.49,,,,,,,,
"     C/2002 W13 (SOHO)",J2000,0.0050,1.0,143.49,87.37,9.07,2452606.84,2452606.84,,,,,,,,
"     C/2002 W14 (SOHO)",J2000,0.0050,1.0,143.16,87.12,9.30,2452607.6,2452607.6,,,,,,,,
"     C/2002 W15 (SOHO)",J2000,0.0070,1.0,145.16,88.01,9.26,2452608.04,2452608.04,,,,,,,,
"     C/2002 W16 (SOHO)",J2000,0.0085,1.0,136.41,73.78,357.85,2452608.07,2452608.07,,,,,,,,
"     C/2002 W17 (SOHO)",J2000,0.0056,1.0,138.52,99.11,26.89,2452608.23,2452608.23,,,,,,,,
"     C/2002 X1 (LINEAR)",J2000,2.486699236177971,.9981875808682357,164.0894275972743,207.32512786,281.8871344330137,2452833.388516469465,2452750.5,12.4,4.5,,,,,,
"     C/2002 X3 (SOHO)",J2000,0.0052,1.0,141.67,87.85,13.32,2452613.07,2452613.07,,,,,,,,
"     C/2002 X4 (SOHO)",J2000,0.0052,1.0,141.31,91.88,17.23,2452613.17,2452613.17,,,,,,,,
"     C/2002 X5 (Kudo-Fujikawa)",J2000,.1899344361763081,.9998408993971803,94.15227885413908,187.5844737725108,119.065023882042,2452668.502298599292,2452659.5,10.6,11.5,,,,,,
"     C/2002 X6 (SOHO)",J2000,0.0346,1.0,72.55,57.43,74.75,2452610.94,2452610.94,,,,,,,,
"     C/2002 X7 (SOHO)",J2000,0.0052,1.0,137.42,97.20,24.10,2452610.22,2452610.22,,,,,,,,
"     C/2002 X8 (SOHO)",J2000,0.0049,1.0,142.08,39.67,314.04,2452614.09,2452614.09,,,,,,,,
"     C/2002 X9 (SOHO)",J2000,0.0082,1.0,139.82,54.29,331.62,2452614.13,2452614.13,,,,,,,,
"     C/2002 X10 (SOHO)",J2000,0.0050,1.0,143.16,84.26,7.94,2452614.44,2452614.44,,,,,,,,
"     C/2002 X11 (SOHO)",J2000,0.0050,1.0,143.40,91.10,13.86,2452617.89,2452617.89,,,,,,,,
"     C/2002 X12 (SOHO)",J2000,0.0051,1.0,139.96,99.76,25.65,2452618.51,2452618.51,,,,,,,,
"     C/2002 X13 (SOHO)",J2000,0.0050,1.0,137.25,34.61,305.70,2452612.04,2452612.04,,,,,,,,
"     C/2002 X14 (SOHO)",J2000,0.0042,1.0,144.59,83.49,4.59,2452620.8,2452620.8,,,,,,,,
"     C/2002 X15 (SOHO)",J2000,0.0048,1.0,133.28,104.95,33.03,2452622.6,2452622.6,,,,,,,,
"     C/2002 X16 (SOHO)",J2000,0.0051,1.0,145.02,77.80,0.57,2452619.52,2452619.52,,,,,,,,
"     C/2002 Y1 (Juels-Holvorcem)",J2000,.7138096504647243,.997151886834295,103.7815428212457,128.8155676340911,166.2200963625665,2452742.748084806379,2452680.5,9.5,16.75,,,,,,
"     C/2002 Y2 (SOHO)",J2000,0.0400,1.0,73.52,57.48,74.51,2452628.29,2452628.29,,,,,,,,
"     C/2002 Y3 (SOHO)",J2000,0.0049,1.0,146.92,74.99,356.64,2452627.44,2452627.44,,,,,,,,
"     C/2002 Y4 (SOHO)",J2000,0.0055,1.0,147.76,71.96,353.20,2452635.01,2452635.01,,,,,,,,
"     C/2003 A2 (Gleason)",J2000,11.42729387590735,1.006963536857116,8.061564728352648,346.612069879771,154.5446257330101,2452947.798905279776,2452772.5,9.5,4.75,,,,,,
"     C/2003 A3 (SOHO)",J2000,0.0055,1.0,140.05,76.40,350.46,2452646.77,2452646.77,,,,,,,,
"     C/2003 A4 (SOHO)",J2000,0.0071,1.0,144.57,87.65,9.57,2452655.96,2452655.96,,,,,,,,
"     C/2003 A5 (SOHO)",J2000,0.0048,1.0,144.84,89.76,12.29,2452655.55,2452655.55,,,,,,,,
"     C/2003 B1 (SOHO)",J2000,0.0355,1.0,73.36,56.25,74.15,2452656.58,2452656.58,,,,,,,,
"     C/2003 B2 (SOHO)",J2000,0.0049,1.0,144.97,86.68,7.39,2452658.87,2452658.87,,,,,,,,
"     C/2003 B3 (SOHO)",J2000,0.0051,1.0,144.73,80.30,3.77,2452662.79,2452662.79,,,,,,,,
"     C/2003 C1 (SOHO)",J2000,0.0049,1.0,140.05,74.03,347.03,2452674.99,2452674.99,,,,,,,,
"     C/2003 C2 (SOHO)",J2000,0.0047,1.0,144.47,89.57,11.52,2452680.43,2452680.43,,,,,,,,
"     C/2003 C3 (SOHO)",J2000,0.0050,1.0,142.05,88.56,8.91,2452681.71,2452681.71,,,,,,,,
"     C/2003 C4 (SOHO)",J2000,0.0051,1.0,145.05,86.95,8.77,2452685.08,2452685.08,,,,,,,,
"     C/2003 C5 (SOHO)",J2000,0.0049,1.0,144.42,80.73,1.84,2452687.55,2452687.55,,,,,,,,
"     C/2003 C6 (SOHO)",J2000,0.0051,1.0,146.81,69.69,351.72,2452679.26,2452679.26,,,,,,,,
"     C/2003 D1 (SOHO)",J2000,0.0052,1.0,144.70,87.09,9.68,2452699.6,2452699.6,,,,,,,,
"     C/2003 E1 (NEAT)",J2000,3.244958773925023,.7635832867379051,33.53782023177185,103.8592766195925,137.0699871804099,2453049.105061601272,2452927.5,13.7,4.5,,,,,,
"     C/2003 E2 (SOHO)",J2000,0.0049,1.0,144.06,83.69,2.57,2452703.28,2452703.28,,,,,,,,
"     C/2003 E3 (SOHO)",J2000,0.0051,1.0,145.29,85.61,7.97,2452710.58,2452710.58,,,,,,,,
"     C/2003 E4 (SOHO)",J2000,0.0050,1.0,144.66,87.98,9.37,2452714.65,2452714.65,,,,,,,,
"     C/2003 F1 (LINEAR)",J2000,4.007798837901356,.8060340151788754,70.22151299655852,121.188131877479,87.48765170949891,2452818.960084713269,2452790.5,8.3,10.,,,,,,
"     P/2003 F2 (NEAT)",J2000,2.977206553025519,.5422493948647836,11.60453303072527,191.592692448005,359.0285748278428,2452744.282412423836,2452735.5,13.7,10.,,,,,,
"     C/2003 F3 (SOHO)",J2000,0.0049,1.0,144.59,88.18,9.82,2452719.8,2452719.8,,,,,,,,
"     C/2003 F4 (SOHO)",J2000,0.0051,1.0,145.06,84.78,8.50,2452724.46,2452724.46,,,,,,,,
"     C/2003 F5 (SOHO)",J2000,0.0049,1.0,144.55,88.12,10.01,2452729.3,2452729.3,,,,,,,,
"     C/2003 G1 (LINEAR)",J2000,4.916288406632204,1.001379164136712,66.84930801200645,11.42248472732003,246.0887854007156,2452674.154739700058,2452876.5,6.2,9.75,,,,,,
"     C/2003 G2 (LINEAR)",J2000,1.553361468559663,.9964135746331457,96.16660847244172,190.6737227455584,24.56771129773576,2452759.426284027903,2452744.5,16.7,10.,,,,,,
"     C/2003 G3 (SOHO)",J2000,0.0168,1.0,169.70,174.63,87.61,2452734.8,2452734.8,,,,,,,,
"     C/2003 G4 (SOHO)",J2000,0.0050,1.0,147.49,82.80,1.78,2452732.28,2452732.28,,,,,,,,
"     C/2003 G5 (SOHO)",J2000,0.0051,1.0,144.12,83.04,4.20,2452736.35,2452736.35,,,,,,,,
"     C/2003 H1 (LINEAR)",J2000,2.239626029928125,.9991567896297403,138.6672133413904,196.1395944675004,19.00048601159876,2453058.123517722708,2452881.5,11.0,4.5,,,,,,
"     C/2003 H2 (LINEAR)",J2000,2.178515642069911,.9429101216932436,74.21753999068206,155.0821634115708,79.83801752595801,2452777.468845174947,2452781.5,14.2,10.,,,,,,
"     C/2003 H3 (NEAT)",J2000,2.901439352562599,.9997817496843513,42.81167542999061,6.477415789263616,269.4172350286607,2452753.730841896770,2452852.5,11.8,5.5,,,,,,
"     C/2003 H5 (SOHO)",J2000,0.0351,1.0,71.35,56.64,75.17,2452756.98,2452756.98,,,,,,,,
"     C/2003 H6 (SOHO)",J2000,0.0264,1.0,27.05,80.67,243.47,2452760.06,2452760.06,,,,,,,,
"     C/2003 H7 (SOHO)",J2000,0.0266,1.0,27.90,82.57,242.66,2452760.07,2452760.07,,,,,,,,
"     C/2003 H8 (SOHO)",J2000,0.0050,1.0,144.12,86.27,8.63,2452752.88,2452752.88,,,,,,,,
"     C/2003 H9 (SOHO)",J2000,0.0048,1.0,143.76,84.60,8.35,2452754.53,2452754.53,,,,,,,,
"     C/2003 H10 (SOHO)",J2000,0.0050,1.0,143.83,83.06,5.90,2452758.87,2452758.87,,,,,,,,
"     C/2003 H11 (SOHO)",J2000,0.0051,1.0,137.20,43.23,306.78,2452759.3,2452759.3,,,,,,,,
"     C/2003 H12 (SOHO)",J2000,0.0051,1.0,144.35,85.33,5.25,2452760.78,2452760.78,,,,,,,,
"     C/2003 J1 (NEAT)",J2000,5.12542490657736,.9911275595226937,98.31346542985749,196.0289374489238,122.0331799314382,2452923.104858149496,2452839.5,11.3,4.5,,,,,,
"     C/2003 J2 (SOHO)",J2000,0.0051,1.0,143.39,84.94,7.47,2452761.12,2452761.12,,,,,,,,
"     C/2003 J3 (SOHO)",J2000,0.0050,1.0,142.82,84.58,8.48,2452765.67,2452765.67,,,,,,,,
"     C/2003 J4 (SOHO)",J2000,0.0050,1.0,144.58,89.29,12.80,2452765.84,2452765.84,,,,,,,,
"     C/2003 J5 (SOHO)",J2000,0.0051,1.0,143.94,89.21,11.87,2452768.22,2452768.22,,,,,,,,
"     C/2003 J6 (SOHO)",J2000,0.0055,1.0,143.08,90.64,16.55,2452769.71,2452769.71,,,,,,,,
"     C/2003 J7 (SOHO)",J2000,0.0074,1.0,141.86,70.61,349.09,2452775.06,2452775.06,,,,,,,,
"     C/2003 J8 (SOHO)",J2000,0.0050,1.0,144.29,82.44,3.18,2452776.11,2452776.11,,,,,,,,
"     C/2003 J9 (SOHO)",J2000,0.0050,1.0,144.18,90.62,14.40,2452775.64,2452775.64,,,,,,,,
"     C/2003 K1 (Spacewatch)",J2000,2.087130139010686,.9501034613645812,129.8313949119337,314.475765579292,250.0558385245489,2452629.652266507236,2452789.5,14.1,8.5,,,,,,
"     C/2003 K3 (SOHO)",J2000,0.13918,1.0,39.529,108.456,79.076,2452791.753,2452791.753,,,,,,,,
"     C/2003 K4 (LINEAR)",J2000,1.023616718479539,1.000300703408358,134.2525183648013,198.4427076902601,18.67572241685174,2453292.218858020852,2453171.5,7.5,7.,,,,,,
"     C/2003 K5 (SOHO)",J2000,0.0348,1.0,72.50,55.74,74.11,2452780.85,2452780.85,,,,,,,,
"     C/2003 K6 (SOHO)",J2000,0.0372,1.0,71.87,56.44,73.67,2452789.62,2452789.62,,,,,,,,
"     C/2003 K7 (SOHO)",J2000,0.0051,1.0,144.15,89.70,12.35,2452784.32,2452784.32,,,,,,,,
"     C/2003 K8 (SOHO)",J2000,0.0076,1.0,135.87,95.31,28.75,2452782.41,2452782.41,,,,,,,,
"     C/2003 K9 (SOHO)",J2000,0.0041,1.0,144.48,81.52,1.39,2452784.37,2452784.37,,,,,,,,
"     C/2003 K10 (SOHO)",J2000,0.0050,1.0,144.20,82.94,3.91,2452786.7,2452786.7,,,,,,,,
"     C/2003 K11 (SOHO)",J2000,0.0050,1.0,141.58,92.22,17.80,2452787.14,2452787.14,,,,,,,,
"     C/2003 K12 (SOHO)",J2000,0.0091,1.0,136.80,81.85,4.80,2452789.09,2452789.09,,,,,,,,
"     C/2003 K13 (SOHO)",J2000,0.0057,1.0,148.89,72.92,348.81,2452783.88,2452783.88,,,,,,,,
"     C/2003 L2 (LINEAR)",J2000,2.864798011325372,.9814512304485367,82.0510843204008,119.8409592101385,273.5592167800635,2453023.690673910774,2452899.5,12.7,4.5,,,,,,
"     C/2003 L3 (SOHO)",J2000,0.0050,1.0,142.65,94.51,18.74,2452793.46,2452793.46,,,,,,,,
"     C/2003 L4 (SOHO)",J2000,0.0050,1.0,141.93,95.86,20.72,2452796.81,2452796.81,,,,,,,,
"     C/2003 L5 (SOHO)",J2000,0.0050,1.0,144.23,82.97,3.81,2452801.1,2452801.1,,,,,,,,
"     C/2003 L6 (SOHO)",J2000,0.0050,1.0,135.18,103.35,32.28,2452800.79,2452800.79,,,,,,,,
"     C/2003 L7 (SOHO)",J2000,0.0057,1.0,133.71,107.86,37.11,2452805.03,2452805.03,,,,,,,,
"     C/2003 L8 (SOHO)",J2000,0.0043,1.0,141.60,91.79,14.55,2452806.59,2452806.59,,,,,,,,
"     C/2003 M1 (SOHO)",J2000,0.0044,1.0,144.57,79.70,0.22,2452807.13,2452807.13,,,,,,,,
"     C/2003 M2 (SOHO)",J2000,0.0043,1.0,143.54,86.95,8.57,2452809.4,2452809.4,,,,,,,,
"     C/2003 M3 (SOHO)",J2000,0.0044,1.0,141.43,96.21,20.06,2452808.89,2452808.89,,,,,,,,
"     C/2003 M4 (SOHO)",J2000,0.0068,1.0,141.94,89.00,10.56,2452809.45,2452809.45,,,,,,,,
"     C/2003 M5 (SOHO)",J2000,0.0070,1.0,139.29,64.34,340.42,2452810.46,2452810.46,,,,,,,,
"     C/2003 M6 (SOHO)",J2000,0.0066,1.0,143.20,91.42,13.06,2452810.66,2452810.66,,,,,,,,
"     C/2003 M7 (SOHO)",J2000,0.0050,1.0,145.25,65.47,344.94,2452811.4,2452811.4,,,,,,,,
"     C/2003 M8 (SOHO)",J2000,0.0054,1.0,147.58,64.96,345.29,2452813.2,2452813.2,,,,,,,,
"     C/2003 M9 (SOHO)",J2000,0.0053,1.0,146.97,76.12,358.61,2452814.01,2452814.01,,,,,,,,
"     C/2003 M10 (SOHO)",J2000,0.0058,1.0,148.86,61.51,341.76,2452814.11,2452814.11,,,,,,,,
"     C/2003 M11 (SOHO)",J2000,0.0052,1.0,145.69,60.98,341.37,2452814.27,2452814.27,,,,,,,,
"     C/2003 M12 (SOHO)",J2000,0.0048,1.0,143.12,87.16,8.42,2452814.38,2452814.38,,,,,,,,
"     C/2003 N1 (SOHO)",J2000,0.0049,1.0,144.79,85.86,7.21,2452826.63,2452826.63,,,,,,,,
"     C/2003 N2 (SOHO)",J2000,0.0048,1.0,146.13,86.25,8.40,2452834.14,2452834.14,,,,,,,,
"     C/2003 O1 (LINEAR)",J2000,6.847361683627384,1.001388829633147,117.981689737887,81.67349308658656,347.6439989685526,2453081.707179558171,2453116.5,10.3,4.5,,,,,,
"     C/2003 O4 (SOHO)",J2000,0.0053,1.0,134.30,58.31,330.26,2452839.71,2452839.71,,,,,,,,
"     C/2003 O5 (SOHO)",J2000,0.0067,1.0,139.42,64.35,339.90,2452842.12,2452842.12,,,,,,,,
"     C/2003 O6 (SOHO)",J2000,0.0050,1.0,144.55,87.25,9.49,2452845.68,2452845.68,,,,,,,,
"     C/2003 O7 (SOHO)",J2000,0.0051,1.0,144.99,75.97,358.30,2452846.97,2452846.97,,,,,,,,
"     C/2003 O8 (SOHO)",J2000,0.0052,1.0,145.34,73.97,356.06,2452851.2,2452851.2,,,,,,,,
"     C/2003 P1 (SOHO)",J2000,0.0054,1.0,145.12,73.86,355.98,2452855.08,2452855.08,,,,,,,,
"     C/2003 P2 (SOHO)",J2000,0.0053,1.0,139.66,90.58,13.52,2452855.86,2452855.86,,,,,,,,
"     C/2003 P3 (SOHO)",J2000,0.0050,1.0,144.43,87.34,8.87,2452857.91,2452857.91,,,,,,,,
"     C/2003 Q1 (SOHO)",J2000,0.0320,1.0,29.33,52.38,43.43,2452872.47,2452872.47,,,,,,,,
"     C/2003 Q2 (SOHO)",J2000,0.0049,1.0,144.57,87.31,9.12,2452876.59,2452876.59,,,,,,,,
"     C/2003 Q3 (SOHO)",J2000,0.0053,1.0,144.84,85.40,7.95,2452876.3,2452876.3,,,,,,,,
"     C/2003 Q4 (SOHO)",J2000,0.0051,1.0,144.43,86.73,9.27,2452877.28,2452877.28,,,,,,,,
"     C/2003 Q5 (SOHO)",J2000,0.0050,1.0,144.70,86.64,8.63,2452879.26,2452879.26,,,,,,,,
"     C/2003 Q6 (SOHO)",J2000,0.0366,1.0,25.43,33.17,56.30,2452878.01,2452878.01,,,,,,,,
"     C/2003 Q7 (SOHO)",J2000,0.0060,1.0,144.06,90.40,11.23,2452881.9,2452881.9,,,,,,,,
"     C/2003 Q8 (SOHO)",J2000,0.0050,1.0,144.94,86.07,8.04,2452881.54,2452881.54,,,,,,,,
"     C/2003 Q9 (SOHO)",J2000,0.0051,1.0,144.26,81.97,3.13,2452883.07,2452883.07,,,,,,,,
"     C/2003 Q10 (SOHO)",J2000,0.0054,1.0,144.48,91.77,11.64,2452877.17,2452877.17,,,,,,,,
"     P/2003 QX29 (NEAT)",J2000,4.239146064694966,.4717880205498272,11.39651577691879,37.22622643609276,264.5802565130208,2452573.716545828436,2452863.5,7.1,14.5,,,,,,
"     C/2003 R1 (LINEAR)",J2000,2.101884323064261,.8933144890077785,149.1956325485743,302.6901119594116,356.6890631748591,2452820.117012054727,2452926.5,14.6,7.5,,,,,,
"     C/2003 R2 (SOHO)",J2000,0.0050,1.0,141.91,91.87,18.95,2452888.43,2452888.43,,,,,,,,
"     C/2003 R3 (SOHO)",J2000,0.0050,1.0,144.75,86.26,8.79,2452892.12,2452892.12,,,,,,,,
"     C/2003 R4 (SOHO)",J2000,0.0316,1.0,92.36,105.04,173.06,2452889.46,2452889.46,,,,,,,,
"     C/2003 S3 (LINEAR)",J2000,8.12952514796411,1.001805531577256,151.4977543965032,154.5701710944565,226.388801905116,2452740.037505124214,2452933.5,6.7,9.25,,,,,,
"     C/2003 S4-A (LINEAR)",J2000,3.874094425706102,.8949875400226452,40.70877877777396,155.3251842867177,224.5527004932965,2453156.383248813777,2453285.5,12.3,10.,,,,,,
"     C/2003 S4-B (LINEAR)",J2000,3.837677234497402,.9039918933363457,40.39885041573376,153.6767320346578,224.5378982610804,2453148.687989983228,2453285.5,12.4,10.,,,,,,
"     C/2003 S5 (SOHO)",J2000,0.0050,1.0,144.77,85.44,9.13,2452901.7,2452901.7,,,,,,,,
"     C/2003 S6 (SOHO)",J2000,0.0066,1.0,141.01,87.22,19.09,2452901.62,2452901.62,,,,,,,,
"     C/2003 S7 (SOHO)",J2000,0.0049,1.0,145.00,75.98,2.99,2452904.52,2452904.52,,,,,,,,
"     C/2003 S8 (SOHO)",J2000,0.0052,1.0,144.28,78.39,1.90,2452909.13,2452909.13,,,,,,,,
"     C/2003 S9 (SOHO)",J2000,0.0154,1.0,28.79,180.22,59.32,2452907.85,2452907.85,,,,,,,,
"     C/2003 T2 (LINEAR)",J2000,1.786355990456726,.9997406352411715,87.53163915787286,152.2332012859702,238.5326149261104,2452957.527729755074,2452972.5,10.4,24.75,,,,,,
"     C/2003 T3 (Tabur)",J2000,1.481076080593984,.9997403833953352,50.44445235574054,43.77380053156761,347.0575533470069,2453124.501819713667,2453220.5,5.9,14.75,,,,,,
"     C/2003 T4 (LINEAR)",J2000,.8497410491703915,1.000474480851945,86.76119282625949,181.6792730367811,93.9028754712548,2453464.156576008358,2453298.5,9.2,6.75,,,,,,
"     C/2003 T5 (SOHO)",J2000,0.0051,1.0,144.53,86.79,9.05,2452922.44,2452922.44,,,,,,,,
"     C/2003 T6 (SOHO)",J2000,0.0071,1.0,144.66,77.93,353.66,2452922.75,2452922.75,,,,,,,,
"     C/2003 T7 (SOHO)",J2000,0.0050,1.0,144.54,87.43,9.18,2452923.41,2452923.41,,,,,,,,
"     C/2003 T8 (SOHO)",J2000,0.0050,1.0,143.21,83.32,6.09,2452921.76,2452921.76,,,,,,,,
"     C/2003 T9 (SOHO)",J2000,0.0054,1.0,149.12,76.98,357.61,2452922.56,2452922.56,,,,,,,,
"     C/2003 T10 (SOHO)",J2000,0.0049,1.0,144.53,87.17,9.01,2452926.98,2452926.98,,,,,,,,
"     C/2003 T11 (SOHO)",J2000,0.0053,1.0,146.04,88.39,4.99,2452928.35,2452928.35,,,,,,,,
"     P/2003 T12 (SOHO)",J2000,.5748057240982886,.7761661415724617,11.47515433388246,217.6688333732714,176.4657154122657,2455952.946575361922,2456072.5,19.6,21.75,,,,,,
"     C/2003 U1 (LINEAR)",J2000,1.795716785888698,.9215850089213874,164.4745303089487,278.3837925577807,322.7631070269966,2452946.897875187172,2452948.5,15.2,10.,,,,,,
"     C/2003 U4 (SOHO)",J2000,0.0357,1.0,74.94,58.38,73.97,2452933.71,2452933.71,,,,,,,,
"     C/2003 U5 (SOHO)",J2000,0.0052,1.0,144.60,85.74,8.93,2452929.84,2452929.84,,,,,,,,
"     C/2003 U6 (SOHO)",J2000,0.0050,1.0,144.48,87.14,9.07,2452934.07,2452934.07,,,,,,,,
"     C/2003 U7 (SOHO)",J2000,0.0051,1.0,144.44,88.13,12.13,2452935.93,2452935.93,,,,,,,,
"     C/2003 U8 (SOHO)",J2000,0.0050,1.0,137.65,36.51,294.41,2452938.56,2452938.56,,,,,,,,
"     C/2003 U9 (SOHO)",J2000,0.0050,1.0,144.22,86.95,10.76,2452940.8,2452940.8,,,,,,,,
"     C/2003 V1 (LINEAR)",J2000,1.783148266691973,.9970357943825471,28.67516590808042,8.631584872138149,25.83280893247967,2452709.679534340370,2453018.5,9.9,8.,,,,,,
"     C/2003 V2 (SOHO)",J2000,0.0050,1.0,145.16,89.43,9.93,2452945.74,2452945.74,,,,,,,,
"     C/2003 V3 (SOHO)",J2000,0.0050,1.0,144.30,87.39,9.67,2452947.86,2452947.86,,,,,,,,
"     C/2003 V4 (SOHO)",J2000,0.0050,1.0,145.14,88.06,9.22,2452948.82,2452948.82,,,,,,,,
"     C/2003 V5 (SOHO)",J2000,0.0082,1.0,136.94,58.04,332.92,2452950.33,2452950.33,,,,,,,,
"     C/2003 V6 (SOHO)",J2000,0.0050,1.0,145.14,85.78,7.73,2452953.43,2452953.43,,,,,,,,
"     C/2003 V7 (SOHO)",J2000,0.0050,1.0,144.42,76.08,357.95,2452955.74,2452955.74,,,,,,,,
"     C/2003 V8 (SOHO)",J2000,0.0049,1.0,143.31,87.59,11.75,2452958.21,2452958.21,,,,,,,,
"     C/2003 W1 (LINEAR)",J2000,1.652421451848338,.9343486987376367,78.07597110323177,113.2886974751964,256.7426339686996,2452952.963036169720,2452979.5,16.4,4.5,,,,,,
"     C/2003 W2 (SOHO)",J2000,0.0314,1.0,73.26,56.53,74.96,2452973.42,2452973.42,,,,,,,,
"     C/2003 W3 (SOHO)",J2000,0.0052,1.0,142.21,86.83,11.32,2452960.41,2452960.41,,,,,,,,
"     C/2003 W4 (SOHO)",J2000,0.0052,1.0,140.98,91.67,18.15,2452965.63,2452965.63,,,,,,,,
"     C/2003 W5 (SOHO)",J2000,0.0067,1.0,144.58,87.18,8.51,2452966.7,2452966.7,,,,,,,,
"     C/2003 W6 (SOHO)",J2000,0.0048,1.0,144.51,87.55,9.27,2452970.88,2452970.88,,,,,,,,
"     C/2003 W7 (SOHO)",J2000,0.0049,1.0,144.50,84.73,6.62,2452971.21,2452971.21,,,,,,,,
"     C/2003 W8 (SOHO)",J2000,0.0050,1.0,118.30,82.24,35.43,2452973.15,2452973.15,,,,,,,,
"     C/2003 WT42 (LINEAR)",J2000,5.190923592801852,1.002584384096399,31.41058817877764,92.46692268500065,48.45388879982382,2453836.264132742262,2453834.5,6.2,8.5,,,3.31,,,
"     C/2003 X1 (SOHO)",J2000,0.0048,1.0,143.28,94.22,17.90,2452975.07,2452975.07,,,,,,,,
"     C/2003 X2 (SOHO)",J2000,0.0085,1.0,134.58,90.15,17.48,2452975.49,2452975.49,,,,,,,,
"     C/2003 X3 (SOHO)",J2000,0.0050,1.0,133.82,112.58,37.30,2452976.2,2452976.2,,,,,,,,
"     C/2003 X4 (SOHO)",J2000,0.0053,1.0,136.31,101.56,29.52,2452978.54,2452978.54,,,,,,,,
"     C/2003 X5 (SOHO)",J2000,0.0073,1.0,139.87,97.12,21.99,2452978.91,2452978.91,,,,,,,,
"     C/2003 X6 (SOHO)",J2000,0.0049,1.0,145.82,49.96,325.80,2452980.25,2452980.25,,,,,,,,
"     C/2003 X7 (SOHO)",J2000,0.0050,1.0,139.81,100.04,26.19,2452981.78,2452981.78,,,,,,,,
"     C/2003 X8 (SOHO)",J2000,0.0050,1.0,141.22,96.39,20.45,2452982.18,2452982.18,,,,,,,,
"     C/2003 X9 (SOHO)",J2000,0.0049,1.0,142.28,41.99,316.87,2452982.44,2452982.44,,,,,,,,
"     C/2003 X10 (SOHO)",J2000,0.0053,1.0,147.85,50.70,328.24,2452985.03,2452985.03,,,,,,,,
"     C/2003 X11 (SOHO)",J2000,0.0050,1.0,143.45,90.33,13.35,2452987.5,2452987.5,,,,,,,,
"     C/2003 Y1 (SOHO)",J2000,0.0354,1.0,72.81,56.72,74.70,2452994,2452994,,,,,,,,
"     C/2003 Y2 (SOHO)",J2000,0.0052,1.0,147.13,71.94,353.43,2452993.49,2452993.49,,,,,,,,
"     C/2003 Y3 (SOHO)",J2000,0.0070,1.0,145.75,40.31,322.68,2452993.8,2452993.8,,,,,,,,
"     C/2003 Y4 (SOHO)",J2000,0.0049,1.0,145.41,72.44,352.48,2452994.6,2452994.6,,,,,,,,
"     C/2003 Y5 (SOHO)",J2000,0.0051,1.0,144.52,82.09,3.81,2452996.65,2452996.65,,,,,,,,
"     C/2003 Y6 (SOHO)",J2000,0.0048,1.0,144.60,86.84,8.49,2452998.16,2452998.16,,,,,,,,
"     C/2003 Y7 (SOHO)",J2000,0.0047,1.0,143.18,92.93,15.81,2452999.38,2452999.38,,,,,,,,
"     C/2003 Y8 (SOHO)",J2000,0.0050,1.0,146.52,79.60,4.15,2452999.16,2452999.16,,,,,,,,
"     C/2003 Y9 (SOHO)",J2000,0.0054,1.0,146.53,71.81,350.70,2452999.28,2452999.28,,,,,,,,
"     C/2003 Y10 (SOHO)",J2000,0.0051,1.0,147.10,75.83,355.72,2452999.89,2452999.89,,,,,,,,
"     C/2003 Y11 (SOHO)",J2000,0.0048,1.0,144.96,83.81,6.94,2453000.15,2453000.15,,,,,,,,
"     C/2003 Y12 (SOHO)",J2000,0.0049,1.0,145.83,65.99,346.72,2453001.12,2453001.12,,,,,,,,
"     C/2003 Y13 (SOHO)",J2000,0.0056,1.0,143.83,76.78,356.28,2453002.64,2453002.64,,,,,,,,
"     C/2003 Y14 (SOHO)",J2000,0.0049,1.0,146.14,72.86,352.76,2453001.17,2453001.17,,,,,,,,
