name,asciiname,latitude,longitude,country code,admin1 code,population,elevation,timezone,admin1_name,daylight_saving,timezone_raw_offset
Toruń,Torun,53.01375,18.59814,PL,73,208717,,Europe/Warsaw,Kujawsko-Pomorskie,1,1.0
Szczecin,Szczecin,53.42894,14.55302,PL,87,407811,149,Europe/Warsaw,West Pomerania,1,1.0
Sosnowiec,Sosnowiec,50.28682,19.10385,PL,83,227295,,Europe/Warsaw,Silesia,1,1.0
Rybnik,Rybnik,50.09713,18.54179,PL,83,142510,,Europe/Warsaw,Silesia,1,1.0
Ruda Śląska,Ruda Slaska,50.2584,18.85632,PL,83,146189,,Europe/Warsaw,Silesia,1,1.0
Poznań,Poznan,52.40692,16.92993,PL,86,570352,,Europe/Warsaw,Greater Poland,1,1.0
Płock,Plock,52.54682,19.70638,PL,78,127474,,Europe/Warsaw,Mazovia,1,1.0
Opole,Opole,50.67211,17.92533,PL,79,127676,,Europe/Warsaw,Opole Voivodeship,1,1.0
Łódź,Lodz,51.77058,19.47395,PL,74,768755,,Europe/Warsaw,Lodz Voivodeship,1,1.0
Legnica,Legnica,51.21006,16.1619,PL,72,106033,,Europe/Warsaw,Lower Silesia,1,1.0
Kraków,Krakow,50.06143,19.93658,PL,77,755050,,Europe/Warsaw,Lesser Poland,1,1.0
Koszalin,Koszalin,54.19438,16.17222,PL,87,107450,,Europe/Warsaw,West Pomerania,1,1.0
Katowice,Katowice,50.25841,19.02754,PL,83,317316,,Europe/Warsaw,Silesia,1,1.0
Kalisz,Kalisz,51.76109,18.09102,PL,86,108759,,Europe/Warsaw,Greater Poland,1,1.0
Gorzów Wielkopolski,Gorzow Wielkopolski,52.73679,15.22878,PL,76,124430,,Europe/Warsaw,Lubusz,1,1.0
Gliwice,Gliwice,50.29761,18.67658,PL,83,198835,200,Europe/Warsaw,Silesia,1,1.0
Gdynia,Gdynia,54.51889,18.53188,PL,82,253730,,Europe/Warsaw,Pomerania,1,1.0
Gdańsk,Gdansk,54.35227,18.64912,PL,82,461865,,Europe/Warsaw,Pomerania,1,1.0
Elbląg,Elblag,54.1522,19.40884,PL,85,127558,,Europe/Warsaw,Warmia-Masuria,1,1.0
Dąbrowa Górnicza,Dabrowa Gornicza,50.33394,19.20479,PL,83,130601,,Europe/Warsaw,Silesia,1,1.0
Częstochowa,Czestochowa,50.79646,19.12409,PL,83,248125,,Europe/Warsaw,Silesia,1,1.0
Chorzów,Chorzow,50.30582,18.9742,PL,83,113430,,Europe/Warsaw,Silesia,1,1.0
Bytom,Bytom,50.34802,18.93282,PL,83,189186,,Europe/Warsaw,Silesia,1,1.0
Bydgoszcz,Bydgoszcz,53.1235,18.00762,PL,73,366452,,Europe/Warsaw,Kujawsko-Pomorskie,1,1.0
Bielsko-Biala,Bielsko-Biala,49.82245,19.04686,PL,83,176515,330,Europe/Warsaw,Silesia,1,1.0
Ursynów,Ursynow,52.15051,21.05041,PL,78,147676,,Europe/Warsaw,Mazovia,1,1.0
Praga Południe,Praga Poludnie,52.24424,21.08545,PL,78,187845,,Europe/Warsaw,Mazovia,1,1.0
Bayamón,Bayamon,18.39856,-66.15572,PR,021,203499,16,America/Puerto_Rico,Bayamon,0,-4.0
Carolina,Carolina,18.38078,-65.95739,PR,031,170404,16,America/Puerto_Rico,Carolina,0,-4.0
Ponce,Ponce,18.01031,-66.62398,PR,113,152634,15,America/Puerto_Rico,Ponce,0,-4.0
San Juan,San Juan,18.46633,-66.10572,PR,127,418140,7,America/Puerto_Rico,San Juan,0,-4.0
Rafaḩ,Rafah,31.29722,34.24357,PS,GZ,126305,,Asia/Gaza,Gaza Strip,1,2.0
Khān Yūnis,Khan Yunis,31.34018,34.30627,PS,GZ,173183,,Asia/Gaza,Gaza Strip,1,2.0
Jabālyā,Jabalya,31.5272,34.48347,PS,GZ,168568,,Asia/Gaza,Gaza Strip,1,2.0
Gaza,Gaza,31.50161,34.46672,PS,GZ,410000,,Asia/Gaza,Gaza Strip,1,2.0
Nablus,Nablus,32.22111,35.25444,PS,WE,130326,,Asia/Hebron,West Bank,1,2.0
Hebron,Hebron,31.52935,35.0938,PS,WE,160470,,Asia/Hebron,West Bank,1,2.0
East Jerusalem,East Jerusalem,31.78336,35.23388,PS,WE,428304,,Asia/Hebron,West Bank,1,2.0
Setúbal,Setubal,38.5244,-8.8882,PT,19,117110,,Europe/Lisbon,District of Setubal,1,0.0
Queluz,Queluz,38.75657,-9.25451,PT,14,103399,,Europe/Lisbon,Lisbon,1,0.0
Lisbon,Lisbon,38.71667,-9.13333,PT,14,517802,,Europe/Lisbon,Lisbon,1,0.0
Funchal,Funchal,32.66568,-16.92547,PT,10,100847,,Atlantic/Madeira,Madeira,1,0.0
Amadora,Amadora,38.75382,-9.23083,PT,14,178858,,Europe/Lisbon,Lisbon,1,0.0
Porto,Porto,41.14961,-8.61099,PT,17,249633,,Europe/Lisbon,Porto,1,0.0
Coimbra,Coimbra,40.20564,-8.41955,PT,07,106582,,Europe/Lisbon,Coimbra,1,0.0
Braga,Braga,41.55032,-8.42005,PT,04,121394,,Europe/Lisbon,Braga,1,0.0
San Lorenzo,San Lorenzo,-25.33968,-57.50879,PY,06,227876,,America/Asuncion,Central,1,-4.0
Lambaré,Lambare,-25.34682,-57.60647,PY,06,126377,,America/Asuncion,Central,1,-4.0
Fernando de la Mora,Fernando de la Mora,-25.3386,-57.52167,PY,06,120167,,America/Asuncion,Central,1,-4.0
Ciudad del Este,Ciudad del Este,-25.50972,-54.61111,PY,01,320782,,America/Asuncion,Alto Parana,1,-4.0
Capiatá,Capiata,-25.3552,-57.44545,PY,06,198553,,America/Asuncion,Central,1,-4.0
Asunción,Asuncion,-25.28646,-57.647,PY,22,1482200,,America/Asuncion,Asuncion,1,-4.0
Ar Rayyān,Ar Rayyan,25.29194,51.42444,QA,06,272465,,Asia/Qatar,Baladiyat ar Rayyan,0,3.0
Doha,Doha,25.28545,51.53096,QA,01,344939,,Asia/Qatar,Baladiyat ad Dawhah,0,3.0
Saint-Denis,Saint-Denis,-20.88231,55.4504,RE,RE,137195,,Indian/Reunion,Reunion,0,4.0
Târgu-Mureş,Targu-Mures,46.54245,24.55747,RO,27,146863,,Europe/Bucharest,Mures,1,2.0
Timişoara,Timisoara,45.75372,21.22571,RO,36,315053,,Europe/Bucharest,Timis,1,2.0
Suceava,Suceava,47.63333,26.25,RO,34,105796,,Europe/Bucharest,Suceava,1,2.0
Sibiu,Sibiu,45.8,24.15,RO,33,151894,,Europe/Bucharest,Sibiu,1,2.0
Satu Mare,Satu Mare,47.79926,22.86255,RO,32,112490,,Europe/Bucharest,Satu Mare,1,2.0
Râmnicu Vâlcea,Ramnicu Valcea,45.1,24.36667,RO,39,107558,,Europe/Bucharest,Valcea,1,2.0
Ploieşti,Ploiesti,44.95,26.01667,RO,30,228851,,Europe/Bucharest,Prahova,1,2.0
Piteşti,Pitesti,44.85,24.86667,RO,03,167669,,Europe/Bucharest,Arges,1,2.0
Piatra Neamţ,Piatra Neamt,46.91667,26.33333,RO,28,102688,,Europe/Bucharest,Neamt,1,2.0
Oradea,Oradea,47.0458,21.91833,RO,05,206614,126,Europe/Bucharest,Bihor,1,2.0
Iaşi,Iasi,47.16667,27.6,RO,23,318012,,Europe/Bucharest,Iasi,1,2.0
Galaţi,Galati,45.43687,28.05028,RO,18,294087,,Europe/Bucharest,Galati,1,2.0
Drobeta-Turnu Severin,Drobeta-Turnu Severin,44.62693,22.65288,RO,26,102346,,Europe/Bucharest,Mehedinti,1,2.0
Craiova,Craiova,44.31667,23.8,RO,17,304142,,Europe/Bucharest,Dolj,1,2.0
Constanţa,Constanta,44.18073,28.63432,RO,14,303399,,Europe/Bucharest,Constanta,1,2.0
Cluj-Napoca,Cluj-Napoca,46.76667,23.6,RO,13,316748,,Europe/Bucharest,Cluj,1,2.0
Buzău,Buzau,45.15,26.83333,RO,11,130954,,Europe/Bucharest,Buzau,1,2.0
Bucharest,Bucharest,44.43225,26.10626,RO,10,1877155,,Europe/Bucharest,Bucuresti,1,2.0
Braşov,Brasov,45.64861,25.60613,RO,09,276088,,Europe/Bucharest,Brasov,1,2.0
Brăila,Braila,45.27152,27.97429,RO,08,213569,,Europe/Bucharest,Braila,1,2.0
Botoşani,Botosani,47.75,26.66667,RO,07,114783,,Europe/Bucharest,Botosani,1,2.0
Baia Mare,Baia Mare,47.65729,23.56808,RO,25,136553,,Europe/Bucharest,Maramures,1,2.0
Bacău,Bacau,46.56718,26.91384,RO,04,171396,,Europe/Bucharest,Bacau,1,2.0
Arad,Arad,46.18333,21.31667,RO,02,169065,,Europe/Bucharest,Arad,1,2.0
Sector 1,Sector 1,44.49239,26.04831,RO,10,225453,,Europe/Bucharest,Bucuresti,1,2.0
Sector 2,Sector 2,44.4528,26.13321,RO,10,345370,,Europe/Bucharest,Bucuresti,1,2.0
Sector 3,Sector 3,44.4234,26.16874,RO,10,385439,,Europe/Bucharest,Bucuresti,1,2.0
Sector 4,Sector 4,44.37571,26.12085,RO,10,287828,,Europe/Bucharest,Bucuresti,1,2.0
Sector 5,Sector 5,44.38808,26.07144,RO,10,271575,,Europe/Bucharest,Bucuresti,1,2.0
Sector 6,Sector 6,44.43579,26.01649,RO,10,367760,,Europe/Bucharest,Bucuresti,1,2.0
Zemun,Zemun,44.8458,20.40116,RS,SE,155591,,Europe/Belgrade,Central Serbia,1,1.0
Niš,Nis,43.32472,21.90333,RS,SE,250000,,Europe/Belgrade,Central Serbia,1,1.0
Kragujevac,Kragujevac,44.01667,20.91667,RS,SE,147473,,Europe/Belgrade,Central Serbia,1,1.0
Čačak,Cacak,43.89139,20.34972,RS,SE,117072,,Europe/Belgrade,Central Serbia,1,1.0
Belgrade,Belgrade,44.80401,20.46513,RS,SE,1273651,,Europe/Belgrade,Central Serbia,1,1.0
Subotica,Subotica,46.1,19.66667,RS,VO,100000,,Europe/Belgrade,Vojvodina,1,1.0
Novi Sad,Novi Sad,45.25167,19.83694,RS,VO,215400,,Europe/Belgrade,Vojvodina,1,1.0
Zyuzino,Zyuzino,55.65608,37.56846,RU,48,121000,,Europe/Moscow,Moscow,0,3.0
Zyablikovo,Zyablikovo,55.61667,37.76667,RU,48,129000,,Europe/Moscow,Moscow,0,3.0
Zlatoust,Zlatoust,55.17111,59.65083,RU,13,191366,,Asia/Yekaterinburg,Chelyabinsk,0,5.0
Zhulebino,Zhulebino,55.7,37.85,RU,48,150000,,Europe/Moscow,Moscow,0,3.0
Zheleznodorozhnyy,Zheleznodorozhnyy,55.744,38.01684,RU,47,141648,,Europe/Moscow,Moscow Oblast,0,3.0
Zelenograd,Zelenograd,55.9825,37.18139,RU,48,215727,,Europe/Moscow,Moscow,0,3.0
Yoshkar-Ola,Yoshkar-Ola,56.63877,47.89078,RU,45,279100,,Europe/Moscow,Mariy-El Republic,0,3.0
Yelets,Yelets,52.62366,38.50169,RU,43,115688,,Europe/Moscow,Lipetsk Oblast,0,3.0
Yasenevo,Yasenevo,55.60686,37.51991,RU,48,180000,,Europe/Moscow,Moscow,0,3.0
Yaroslavl,Yaroslavl,57.62987,39.87368,RU,88,606730,,Europe/Moscow,Jaroslavl,0,3.0
Vykhino-Zhulebino,Vykhino-Zhulebino,55.70196,37.81178,RU,48,216000,,Europe/Moscow,Moscow,0,3.0
Voronezh,Voronezh,51.67204,39.1843,RU,86,848752,,Europe/Moscow,Voronezj,0,3.0
Volzhskiy,Volzhskiy,48.78583,44.77973,RU,84,323293,,Europe/Volgograd,Volgograd Oblast,0,4.0
Vologda,Vologda,59.2239,39.88398,RU,85,314900,,Europe/Moscow,Vologda,0,3.0
Volgograd,Volgograd,48.71939,44.50183,RU,84,1011417,,Europe/Volgograd,Volgograd Oblast,0,4.0
Volgodonsk,Volgodonsk,47.51361,42.15139,RU,61,167731,,Europe/Moscow,Rostov,0,3.0
Vladimir,Vladimir,56.13655,40.39658,RU,83,310024,,Europe/Moscow,Vladimir,0,3.0
Vladikavkaz,Vladikavkaz,43.03667,44.66778,RU,68,317370,,Europe/Moscow,North Ossetia,0,3.0
Veshnyaki,Veshnyaki,55.72393,37.81952,RU,48,122000,,Europe/Moscow,Moscow,0,3.0
Velikiye Luki,Velikiye Luki,56.34,30.54517,RU,60,103149,,Europe/Moscow,Pskov Oblast,0,3.0
Ulyanovsk,Ulyanovsk,54.32824,48.38657,RU,81,640680,,Europe/Ulyanovsk,Ulyanovsk,0,4.0
Ukhta,Ukhta,63.56705,53.68348,RU,34,102187,,Europe/Moscow,Komi,0,3.0
Ufa,Ufa,54.74306,55.96779,RU,08,1033338,,Asia/Yekaterinburg,Bashkortostan Republic,0,5.0
Tver,Tver,56.85836,35.90057,RU,77,400212,,Europe/Moscow,Tver' Oblast,0,3.0
Tula,Tula,54.19609,37.61822,RU,76,468825,,Europe/Moscow,Tula,0,3.0
Troparëvo,Troparevo,55.65625,37.48496,RU,48,118000,,Europe/Moscow,Moscow,0,3.0
Togliatti-on-the-Volga,Togliatti-on-the-Volga,53.5303,49.3461,RU,65,702879,42,Europe/Samara,Samara Oblast,0,4.0
Tyoply Stan,Tyoply Stan,55.62047,37.49338,RU,48,125000,,Europe/Moscow,Moscow,0,3.0
Tekstil’shchiki,Tekstil'shchiki,55.70033,37.74271,RU,48,100000,,Europe/Moscow,Moscow,0,3.0
Tambov,Tambov,52.73169,41.44326,RU,72,290933,,Europe/Moscow,Tambov,0,3.0
Taganrog,Taganrog,47.23617,38.89688,RU,61,279056,,Europe/Moscow,Rostov,0,3.0
Taganskiy,Taganskiy,55.73333,37.66667,RU,48,116000,,Europe/Moscow,Moscow,0,3.0
Syzran’,Syzran',53.1585,48.4681,RU,65,189338,,Europe/Samara,Samara Oblast,0,4.0
Syktyvkar,Syktyvkar,61.664,50.815,RU,34,230139,,Europe/Moscow,Komi,0,3.0
Strogino,Strogino,55.81838,37.41224,RU,48,152000,,Europe/Moscow,Moscow,0,3.0
Sterlitamak,Sterlitamak,53.62462,55.95015,RU,08,267231,,Asia/Yekaterinburg,Bashkortostan Republic,0,5.0
Stavropol’,Stavropol',45.0428,41.9734,RU,70,363064,453,Europe/Moscow,Stavropol' Kray,0,3.0
Staryy Oskol,Staryy Oskol,51.29667,37.84167,RU,09,226977,,Europe/Moscow,Belgorod Oblast,0,3.0
Solntsevo,Solntsevo,55.63711,37.38115,RU,48,120000,,Europe/Moscow,Moscow,0,3.0
Solikamsk,Solikamsk,59.6316,56.7685,RU,90,100812,,Asia/Yekaterinburg,Perm,0,5.0
Sochi,Sochi,43.59917,39.72569,RU,38,327608,,Europe/Moscow,Krasnodarskiy,0,3.0
Smolensk,Smolensk,54.7818,32.0401,RU,69,320991,,Europe/Moscow,Smolensk,0,3.0
Shchukino,Shchukino,55.8,37.45,RU,48,102000,,Europe/Moscow,Moscow,0,3.0
Shchelkovo,Shchelkovo,55.92497,37.97218,RU,47,113000,,Europe/Moscow,Moscow Oblast,0,3.0
Shakhty,Shakhty,47.70911,40.21443,RU,61,221312,,Europe/Moscow,Rostov,0,3.0
Severodvinsk,Severodvinsk,64.5635,39.8302,RU,06,194292,,Europe/Moscow,Arkhangelskaya,0,3.0
Severnyy,Severnyy,55.93583,37.54889,RU,48,200000,,Europe/Moscow,Moscow,0,3.0
Serpukhov,Serpukhov,54.91578,37.41114,RU,47,128158,,Europe/Moscow,Moscow Oblast,0,3.0
Sergiyev Posad,Sergiyev Posad,56.3,38.13333,RU,47,109252,,Europe/Moscow,Moscow Oblast,0,3.0
Saratov,Saratov,51.54056,46.00861,RU,67,863725,,Europe/Saratov,Saratovskaya Oblast,0,4.0
Saransk,Saransk,54.1838,45.1749,RU,46,303394,,Europe/Moscow,Mordoviya Republic,0,3.0
Saint Petersburg,Saint Petersburg,59.93863,30.31413,RU,66,5028000,,Europe/Moscow,St.-Petersburg,0,3.0
Samara,Samara,53.20007,50.15,RU,65,1134730,,Europe/Samara,Samara Oblast,0,4.0
Salavat,Salavat,53.38365,55.90773,RU,08,159893,,Asia/Yekaterinburg,Bashkortostan Republic,0,5.0
Rybinsk,Rybinsk,58.0446,38.84259,RU,88,216724,,Europe/Moscow,Jaroslavl,0,3.0
Ryazan’,Ryazan',54.6269,39.6916,RU,62,520173,,Europe/Moscow,Ryazan Oblast,0,3.0
Rostov-na-Donu,Rostov-na-Donu,47.23135,39.72328,RU,61,1074482,,Europe/Moscow,Rostov,0,3.0
Ramenki,Ramenki,55.7,37.5,RU,48,130000,,Europe/Moscow,Moscow,0,3.0
Pyatigorsk,Pyatigorsk,44.04861,43.05944,RU,70,142865,,Europe/Moscow,Stavropol' Kray,0,3.0
Pushkino,Pushkino,56.01722,37.86667,RU,47,102816,,Europe/Moscow,Moscow Oblast,0,3.0
Pskov,Pskov,57.8136,28.3496,RU,60,201990,,Europe/Moscow,Pskov Oblast,0,3.0
Podolsk,Podolsk,55.42419,37.55472,RU,47,179400,,Europe/Moscow,Moscow Oblast,0,3.0
Ryazanskiy,Ryazanskiy,55.73333,37.76667,RU,48,101000,,Europe/Moscow,Moscow,0,3.0
Petrozavodsk,Petrozavodsk,61.78491,34.34691,RU,28,265025,,Europe/Moscow,Karelia,0,3.0
Pervoural’sk,Pervoural'sk,56.90528,59.94361,RU,71,133600,,Asia/Yekaterinburg,Sverdlovsk,0,5.0
Perm,Perm,58.01046,56.25017,RU,90,982419,,Asia/Yekaterinburg,Perm,0,5.0
Novo-Peredelkino,Novo-Peredelkino,55.64528,37.33583,RU,48,115536,,Europe/Moscow,Moscow,0,3.0
Penza,Penza,53.20066,45.00464,RU,57,512602,,Europe/Moscow,Penza,0,3.0
Orsk,Orsk,51.20487,58.56685,RU,55,246836,,Asia/Yekaterinburg,Orenburg Oblast,0,5.0
Orenburg,Orenburg,51.7727,55.0988,RU,55,550204,,Asia/Yekaterinburg,Orenburg Oblast,0,5.0
Orël,Orel,52.96508,36.07849,RU,56,324200,,Europe/Moscow,Orel Oblast,0,3.0
Orekhovo-Zuyevo,Orekhovo-Zuyevo,55.80672,38.96178,RU,47,120000,,Europe/Moscow,Moscow Oblast,0,3.0
Orekhovo-Borisovo Severnoye,Orekhovo-Borisovo Severnoye,55.61667,37.68333,RU,48,128000,,Europe/Moscow,Moscow,0,3.0
Oktyabr’skiy,Oktyabr'skiy,54.48147,53.47103,RU,08,108200,,Asia/Yekaterinburg,Bashkortostan Republic,0,5.0
Odintsovo,Odintsovo,55.67798,37.27773,RU,47,137041,,Europe/Moscow,Moscow Oblast,0,3.0
Ochakovo-Matveyevskoye,Ochakovo-Matveyevskoye,55.68432,37.44654,RU,48,114000,,Europe/Moscow,Moscow,0,3.0
Obninsk,Obninsk,55.09681,36.61006,RU,25,107392,,Europe/Moscow,Kaluga,0,3.0
Novyye Kuz’minki,Novyye Kuz'minki,55.7,37.75,RU,48,143000,,Europe/Moscow,Moscow,0,3.0
Novyye Cherëmushki,Novyye Cheremushki,55.7,37.58333,RU,48,101000,,Europe/Moscow,Moscow,0,3.0
Novotroitsk,Novotroitsk,51.20301,58.32665,RU,55,106186,,Asia/Yekaterinburg,Orenburg Oblast,0,5.0
Novorossiysk,Novorossiysk,44.72439,37.76752,RU,38,241856,,Europe/Moscow,Krasnodarskiy,0,3.0
Novomoskovsk,Novomoskovsk,54.0105,38.2846,RU,76,130982,,Europe/Moscow,Tula,0,3.0
Novokuybyshevsk,Novokuybyshevsk,53.0959,49.9462,RU,65,111800,,Europe/Samara,Samara Oblast,0,4.0
Novocherkassk,Novocherkassk,47.42096,40.09185,RU,61,166974,,Europe/Moscow,Rostov,0,3.0
Novocheboksarsk,Novocheboksarsk,56.11095,47.47755,RU,16,128468,,Europe/Moscow,Chuvashia,0,3.0
Velikiy Novgorod,Velikiy Novgorod,58.52131,31.27104,RU,52,215062,,Europe/Moscow,Novgorod Oblast,0,3.0
Noginsk,Noginsk,55.86647,38.4438,RU,47,115979,,Europe/Moscow,Moscow Oblast,0,3.0
Nizhny Tagil,Nizhny Tagil,57.91944,59.965,RU,71,381116,,Asia/Yekaterinburg,Sverdlovsk,0,5.0
Nizhniy Novgorod,Nizhniy Novgorod,56.32867,44.00205,RU,51,1284164,,Europe/Moscow,Nizhny Novgorod Oblast,0,3.0
Nizhnekamsk,Nizhnekamsk,55.63657,51.82447,RU,73,234297,,Europe/Moscow,Tatarstan Republic,0,3.0
Nevinnomyssk,Nevinnomyssk,44.6333,41.9444,RU,70,134345,,Europe/Moscow,Stavropol' Kray,0,3.0
Neftekamsk,Neftekamsk,56.092,54.2661,RU,08,126805,,Asia/Yekaterinburg,Bashkortostan Republic,0,5.0
Nazran’,Nazran',43.22597,44.77323,RU,19,164131,,Europe/Moscow,Ingushetiya Republic,0,3.0
Nal’chik,Nal'chik,43.49806,43.61889,RU,22,272800,,Europe/Moscow,Kabardino-Balkariya Republic,0,3.0
Naberezhnyye Chelny,Naberezhnyye Chelny,55.72545,52.41122,RU,73,509870,,Europe/Moscow,Tatarstan Republic,0,3.0
Mytishchi,Mytishchi,55.91163,37.73076,RU,47,160542,,Europe/Moscow,Moscow Oblast,0,3.0
Murom,Murom,55.575,42.0426,RU,83,126931,,Europe/Moscow,Vladimir,0,3.0
Murmansk,Murmansk,68.97917,33.09251,RU,49,319263,,Europe/Moscow,Murmansk,0,3.0
Moscow,Moscow,55.75222,37.61556,RU,48,10381222,,Europe/Moscow,Moscow,0,3.0
Maykop,Maykop,44.60778,40.10583,RU,01,144055,,Europe/Moscow,Adygeya Republic,0,3.0
Mar’ino,Mar'ino,55.65,37.71667,RU,48,243000,,Europe/Moscow,Moscow,0,3.0
Makhachkala,Makhachkala,42.97638,47.50236,RU,17,497959,,Europe/Moscow,Dagestan,0,3.0
Magnitogorsk,Magnitogorsk,53.41861,59.04722,RU,13,413351,,Asia/Yekaterinburg,Chelyabinsk,0,5.0
Lyublino,Lyublino,55.67738,37.76005,RU,48,172000,,Europe/Moscow,Moscow,0,3.0
Lyubertsy,Lyubertsy,55.67719,37.89322,RU,47,154650,,Europe/Moscow,Moscow Oblast,0,3.0
Lipetsk,Lipetsk,52.60311,39.57076,RU,43,515655,,Europe/Moscow,Lipetsk Oblast,0,3.0
Tsaritsyno,Tsaritsyno,55.6254,37.65032,RU,48,123000,,Europe/Moscow,Moscow,0,3.0
Kuz’minki,Kuz'minki,55.7,37.8,RU,48,143000,,Europe/Moscow,Moscow,0,3.0
Kursk,Kursk,51.73733,36.18735,RU,41,409431,,Europe/Moscow,Kursk,0,3.0
Krasnodar,Krasnodar,45.04484,38.97603,RU,38,649851,,Europe/Moscow,Krasnodarskiy,0,3.0
Presnenskiy,Presnenskiy,55.75,37.55,RU,48,122000,,Europe/Moscow,Moscow,0,3.0
Kovrov,Kovrov,56.35722,41.31917,RU,83,154224,,Europe/Moscow,Vladimir,0,3.0
Kostroma,Kostroma,57.76647,40.92686,RU,37,277656,,Europe/Moscow,Kostroma Oblast,0,3.0
Kolpino,Kolpino,59.75069,30.58856,RU,66,138979,,Europe/Moscow,St.-Petersburg,0,3.0
Kolomna,Kolomna,55.07944,38.77833,RU,47,147690,,Europe/Moscow,Moscow Oblast,0,3.0
Kislovodsk,Kislovodsk,43.91333,42.72083,RU,70,132771,,Europe/Moscow,Stavropol' Kray,0,3.0
Kirov,Kirov,58.59665,49.66007,RU,33,457383,,Europe/Kirov,Kirov,0,3.0
Khoroshëvo-Mnevniki,Khoroshevo-Mnevniki,55.78363,37.47137,RU,47,159000,,Europe/Moscow,Moscow Oblast,0,3.0
Khimki,Khimki,55.89704,37.42969,RU,47,239967,,Europe/Moscow,Moscow Oblast,0,3.0
Khasavyurt,Khasavyurt,43.2509,46.58766,RU,17,126829,,Europe/Moscow,Dagestan,0,3.0
Kazan,Kazan,55.78874,49.12214,RU,73,1104738,,Europe/Moscow,Tatarstan Republic,0,3.0
Kamyshin,Kamyshin,50.09833,45.41601,RU,84,128626,,Europe/Volgograd,Volgograd Oblast,0,4.0
Kaluga,Kaluga,54.5293,36.27542,RU,25,338978,,Europe/Moscow,Kaluga,0,3.0
Korolev,Korolev,55.91417,37.82556,RU,47,139798,,Europe/Moscow,Moscow Oblast,0,3.0
Kaliningrad,Kaliningrad,54.70649,20.51095,RU,23,434954,,Europe/Kaliningrad,Kaliningrad,0,2.0
Izmaylovo,Izmaylovo,55.78677,37.80165,RU,47,104000,,Europe/Moscow,Moscow Oblast,0,3.0
Izhevsk,Izhevsk,56.84976,53.20448,RU,80,631038,,Europe/Samara,Udmurtiya Republic,0,4.0
Ivanovskoye,Ivanovskoye,55.76667,37.83333,RU,48,128000,,Europe/Moscow,Moscow,0,3.0
Ivanovo,Ivanovo,56.99719,40.97139,RU,21,420839,,Europe/Moscow,Ivanovo,0,3.0
Groznyy,Groznyy,43.31195,45.68895,RU,12,226100,,Europe/Moscow,Chechnya,0,3.0
Gol’yanovo,Gol'yanovo,55.82299,37.81306,RU,48,158000,,Europe/Moscow,Moscow,0,3.0
Glazov,Glazov,58.1393,52.658,RU,80,100676,,Europe/Samara,Udmurtiya Republic,0,4.0
Engel’s,Engel's,51.48389,46.10528,RU,67,196011,,Europe/Saratov,Saratovskaya Oblast,0,4.0
Elista,Elista,46.30778,44.25583,RU,24,106971,,Europe/Moscow,Kalmykiya Republic,0,3.0
Elektrostal’,Elektrostal',55.78959,38.44671,RU,47,144387,,Europe/Moscow,Moscow Oblast,0,3.0
Dzerzhinsk,Dzerzhinsk,56.24143,43.45539,RU,51,233126,90,Europe/Moscow,Nizhny Novgorod Oblast,0,3.0
Dimitrovgrad,Dimitrovgrad,54.21386,49.61838,RU,81,132226,,Europe/Ulyanovsk,Ulyanovsk,0,4.0
Derbent,Derbent,42.06779,48.28987,RU,17,105965,,Europe/Moscow,Dagestan,0,3.0
Cherkessk,Cherkessk,44.22333,42.05778,RU,27,116224,,Europe/Moscow,Karachayevo-Cherkesiya Republic,0,3.0
Cherepovets,Cherepovets,59.13333,37.9,RU,85,315738,,Europe/Moscow,Vologda,0,3.0
Cherëmushki,Cheremushki,55.66473,37.56135,RU,48,106587,,Europe/Moscow,Moscow,0,3.0
Cheboksary,Cheboksary,56.13222,47.25194,RU,16,446781,,Europe/Moscow,Chuvashia,0,3.0
Bryansk,Bryansk,53.25209,34.37167,RU,10,427236,,Europe/Moscow,Bryansk Oblast,0,3.0
Brateyevo,Brateyevo,55.63755,37.76438,RU,48,102000,,Europe/Moscow,Moscow,0,3.0
Bogorodskoye,Bogorodskoye,55.81353,37.71617,RU,48,103000,,Europe/Moscow,Moscow,0,3.0
Biryulëvo,Biryulevo,55.58635,37.67781,RU,48,144000,,Europe/Moscow,Moscow,0,3.0
Bibirevo,Bibirevo,55.88333,37.6,RU,48,159000,,Europe/Moscow,Moscow,0,3.0
Berezniki,Berezniki,59.4091,56.8204,RU,90,167748,,Asia/Yekaterinburg,Perm,0,5.0
Belgorod,Belgorod,50.61074,36.58015,RU,09,345289,,Europe/Moscow,Belgorod Oblast,0,3.0
Bataysk,Bataysk,47.13975,39.75181,RU,61,109962,,Europe/Moscow,Rostov,0,3.0
Balashikha,Balashikha,55.80945,37.95806,RU,47,150103,,Europe/Moscow,Moscow Oblast,0,3.0
Balakovo,Balakovo,52.02782,47.8007,RU,67,199572,,Europe/Saratov,Saratovskaya Oblast,0,4.0
Astrakhan,Astrakhan,46.34968,48.04076,RU,07,502533,,Europe/Astrakhan,Astrakhan,0,4.0
Arzamas,Arzamas,55.39485,43.83992,RU,51,109479,,Europe/Moscow,Nizhny Novgorod Oblast,0,3.0
Armavir,Armavir,44.9892,41.1234,RU,38,199548,,Europe/Moscow,Krasnodarskiy,0,3.0
Arkhangel’sk,Arkhangel'sk,64.5401,40.5433,RU,06,356051,,Europe/Moscow,Arkhangelskaya,0,3.0
