Type,q,e,i,w,N,M,n,wrate,Nrate,RA,Dec,Epoch,H,G,Radius,Mass,Rotation,Albedo,NAIF ID,Name
MN,8697000,0.5000,161.40,298.80,175.70,215.80,0.412927,1.587302,1.105312,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,856.534,,65132,S/2020 S 7
MN,14782118,0.1720,46.20,303.20,149.60,240.90,0.401169,0.554443,0.562852,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,890.587,,65133,S/2019 S 14
MN,15744987,0.2570,157.80,17.90,22.00,302.90,0.305191,1.681457,1.021566,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1151.661,,65134,S/2019 S 15
MN,8802339,0.5880,169.50,284.60,84.70,9.90,0.296500,2.612482,1.865285,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1165.956,,65135,S/2005 S 5
MN,19249047,0.1170,161.10,224.80,12.20,313.60,0.292067,1.766438,0.976934,270.000,66.561,2451545.0,16.2,,2.0,3.40000E+13,1201.692,,65136,S/2006 S 15
MN,17290075,0.2040,164.10,282.90,165.40,62.50,0.293058,1.914894,1.067299,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1195.129,,65137,S/2006 S 16
MN,12870915,0.4250,168.70,149.40,274.10,206.60,0.277770,2.275601,1.421801,270.000,66.561,2451545.0,16.0,,2.0,3.40000E+13,1250.464,,65138,S/2006 S 17
MN,13858012,0.3740,161.90,286.60,194.70,195.00,0.283445,2.078522,1.307664,270.000,66.561,2451545.0,16.0,,2.0,3.40000E+13,1229.863,,65139,S/2004 S 48
MN,16431466,0.2520,161.80,45.00,41.80,181.20,0.287774,1.933405,1.125352,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1215.606,,65140,S/2020 S 8
MN,12252472,0.4530,159.80,199.00,221.20,19.20,0.277841,2.123894,1.445203,270.000,66.561,2451545.0,16.0,,2.0,3.40000E+13,1251.685,,65141,S/2004 S 49
MN,12289750,0.4500,164.00,197.80,175.90,71.50,0.277974,2.354480,1.544402,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1247.192,,65142,S/2004 S 50
MN,19778961,0.1310,169.50,62.50,47.60,14.50,0.271749,2.167369,1.135289,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,1282.092,,65143,S/2006 S 18
MN,17448900,0.2500,162.00,280.60,206.70,351.80,0.262953,2.023609,1.174551,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1324.946,,65144,S/2019 S 16
MN,10316106,0.5460,155.50,317.00,125.30,40.50,0.270502,2.269861,1.739130,270.000,66.561,2451545.0,15.9,,2.0,3.40000E+13,1278.962,,65145,S/2019 S 17
MN,11361495,0.5090,154.60,304.50,230.60,340.40,0.263728,2.125148,1.596452,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1314.267,,65146,S/2019 S 18
MN,12490065,0.4580,151.80,305.80,248.30,335.80,0.266003,2.007808,1.503759,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1306.160,,65147,S/2019 S 19
MN,15295923,0.3540,156.00,198.60,176.60,281.10,0.255388,2.032750,1.337296,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1360.467,,65148,S/2019 S 20
MN,12685667,0.4670,175.50,19.20,281.10,195.90,0.250419,2.721088,1.720019,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,1371.020,,65149,S/2006 S 19
MN,20140473,0.2010,171.20,73.40,293.70,85.10,0.229827,2.635432,1.408451,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,1494.408,,65150,S/2004 S 51
MN,11916680,0.5310,161.40,171.00,15.00,46.40,0.223937,3.002502,2.146691,270.000,66.561,2451545.0,16.0,,2.0,3.40000E+13,1512.384,,65151,S/2020 S 9
MN,18750498,0.2910,165.40,292.60,204.70,333.00,0.211800,2.861685,1.658222,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1605.887,,65152,S/2004 S 52
MN,12911744,0.3600,159.30,125.30,269.40,240.30,0.328904,1.696513,1.081406,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,1069.807,,65153,S/2007 S 9
MN,17692648,0.2400,162.60,284.30,215.70,37.30,0.262713,2.028169,1.165049,270.000,66.561,2451545.0,16.2,,2.0,3.40000E+13,1326.184,,65154,S/2004 S 53
MN,17821971,0.2960,165.60,213.50,243.60,158.80,0.227902,2.650957,1.536492,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1503.968,,65155,S/2020 S 10
MN,22341378,0.1550,171.90,16.70,342.80,346.40,0.213453,2.591793,1.355422,270.000,66.561,2451545.0,16.2,,2.0,3.40000E+13,1605.280,,65156,S/2019 S 21
MN,10475798,0.2060,173.10,77.40,60.90,153.10,0.632208,0.970874,0.516499,270.000,66.561,2451545.0,15.8,,2.5,6.50000E+13,565.789,,65157,S/2006 S 20
MN,7070993,0.3730,48.10,108.40,80.20,69.30,0.803436,0.281404,0.331736,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,447.141,,65158,S/2004 S 54
MN,8358078,0.2600,48.90,80.00,196.60,59.60,0.801839,0.241530,0.285307,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,448.162,,65159,S/2004 S 55
MN,9036002,0.3390,161.60,96.40,343.20,165.70,0.598986,0.981194,0.603419,270.000,66.561,2451545.0,15.8,,2.5,6.50000E+13,596.694,,65160,S/2004 S 56
MN,13376919,0.2630,167.90,60.90,39.10,202.70,0.387590,1.563858,0.876979,270.000,66.561,2451545.0,16.2,,2.0,3.40000E+13,913.074,,65161,S/2004 S 57
MN,13709130,0.2490,45.70,120.00,284.50,180.10,0.387607,0.607903,0.617814,270.000,66.561,2451545.0,15.8,,2.5,6.50000E+13,920.804,,65162,S/2004 S 58
MN,14147977,0.2620,167.30,222.10,125.20,282.60,0.356100,1.660517,0.933852,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,991.182,,65163,S/2004 S 59
MN,14052240,0.2800,173.80,264.30,321.70,357.60,0.345693,1.857585,1.026811,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1018.129,,65164,S/2004 S 60
MN,11207005,0.4660,168.40,40.40,176.40,175.60,0.307593,2.122642,1.372474,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,1135.065,,65165,S/2004 S 61
MN,16586287,0.0840,47.70,77.40,166.50,163.40,0.392954,0.500626,0.534283,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,909.579,,65166,S/2005 S 6
MN,8048588,0.5650,34.60,132.70,269.80,181.10,0.376275,1.309567,1.176855,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,939.745,,65167,S/2005 S 7
MN,11921294,0.2040,169.80,157.40,328.30,40.70,0.521194,1.165426,0.627506,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,684.276,,65168,S/2006 S 21
MN,11392563,0.2460,172.00,71.70,231.10,254.10,0.514125,1.192448,0.650054,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,693.415,,65169,S/2006 S 22
MN,14798457,0.1900,43.80,72.50,257.10,309.90,0.387091,0.648415,0.601604,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,921.863,,65170,S/2006 S 23
MN,11800534,0.3520,165.90,39.80,204.80,10.30,0.385473,1.567944,0.942162,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,917.559,,65171,S/2006 S 24
MN,12944963,0.3030,158.80,130.10,277.40,348.50,0.374421,1.468788,0.906801,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,945.068,,65172,S/2006 S 25
MN,14001714,0.2480,171.90,2.50,147.80,201.00,0.372544,1.638598,0.893966,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,948.672,,65173,S/2006 S 26
MN,16516902,0.1400,170.50,91.60,3.70,6.10,0.355418,1.638598,0.856735,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,993.789,,65174,S/2006 S 27
MN,17344529,0.2100,172.90,242.20,152.80,98.40,0.287870,2.035048,1.084991,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,1214.526,,65175,S/2006 S 28
MN,19186408,0.2390,156.20,301.40,82.40,101.50,0.231790,2.048947,1.255668,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1494.783,,65176,S/2006 S 29
MN,7193982,0.3670,45.80,94.20,287.10,23.60,0.793985,0.325792,0.348331,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,452.358,,65177,S/2007 S 10
MN,8734634,0.4990,35.50,348.90,53.90,233.90,0.413441,1.052324,0.917899,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,859.526,,65178,S/2007 S 11
MN,7133518,0.3690,47.30,100.50,21.10,223.00,0.800460,0.294214,0.335258,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,448.775,,65179,S/2019 S 22
MN,8426099,0.2550,48.70,81.50,356.30,1.00,0.800177,0.246457,0.287242,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,449.081,,65180,S/2019 S 23
MN,7441128,0.3450,46.70,74.70,205.30,79.30,0.794603,0.300225,0.330275,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,452.074,,65181,S/2019 S 24
MN,8259133,0.2710,48.10,73.90,213.70,358.90,0.798088,0.260549,0.296394,270.000,66.561,2451545.0,16.4,,2.0,3.40000E+13,450.218,,65182,S/2019 S 25
MN,7233222,0.3650,48.10,111.30,119.70,164.10,0.791456,0.283755,0.333952,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,453.888,,65183,S/2019 S 26
MN,9434860,0.4200,162.10,97.20,115.10,152.10,0.458597,1.359003,0.883219,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,774.633,,65184,S/2019 S 27
MN,14014296,0.1990,158.40,95.60,268.30,307.90,0.411138,1.262715,0.739979,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,864.094,,65185,S/2019 S 28
MN,9700830,0.4410,37.70,332.70,306.90,133.80,0.416827,0.953895,0.837599,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,853.623,,65186,S/2019 S 29
MN,15814941,0.1070,168.30,5.30,356.80,187.80,0.403197,1.416208,0.741656,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,879.971,,65187,S/2019 S 30
MN,9082419,0.4880,39.80,37.80,173.70,35.20,0.402904,0.962824,0.917431,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,882.241,,65188,S/2019 S 31
MN,13003402,0.2760,46.20,281.40,218.10,20.10,0.397266,0.589777,0.618982,270.000,66.561,2451545.0,15.7,,2.5,6.50000E+13,898.708,,65189,S/2019 S 32
MN,13292927,0.2890,170.40,46.90,186.40,245.60,0.369779,1.722488,0.968784,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,954.534,,65190,S/2019 S 33
MN,8559315,0.5360,37.60,226.70,169.40,78.50,0.378921,1.117665,1.045296,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,935.447,,65191,S/2019 S 34
MN,7849949,0.5770,157.30,181.10,63.30,259.00,0.372657,1.793722,1.383551,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,943.999,,65192,S/2019 S 35
MN,16698785,0.1610,166.90,278.10,353.40,145.80,0.336330,1.673640,0.899101,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1048.419,,65193,S/2019 S 36
MN,11918152,0.4040,149.90,355.30,273.40,135.80,0.334294,1.402415,1.039861,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1055.777,,65194,S/2019 S 37
MN,13221038,0.3990,163.00,303.70,216.60,138.30,0.286368,2.039660,1.295896,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1218.274,,65195,S/2019 S 38
MN,21453619,0.0980,174.50,327.00,273.10,92.50,0.252890,2.408027,1.226994,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1369.644,,65196,S/2019 S 39
MN,21968074,0.0880,161.80,242.40,44.40,347.60,0.248711,2.171291,1.185771,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1395.877,,65197,S/2019 S 40
MN,18198745,0.2570,157.10,40.00,11.40,320.70,0.241989,2.159568,1.321586,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1431.298,,65198,S/2019 S 41
MN,21194096,0.1210,163.20,84.50,318.20,351.40,0.248690,2.088167,1.135289,270.000,66.561,2451545.0,15.9,,2.0,3.40000E+13,1397.975,,65199,S/2019 S 42
MN,19278144,0.2770,165.30,108.20,116.00,306.20,0.209607,2.739726,1.573427,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1625.900,,65200,S/2019 S 43
MN,13076887,0.5120,172.60,332.70,223.00,330.60,0.205053,3.234501,2.139037,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1638.110,,65201,S/2019 S 44
MN,7093637,0.3720,48.20,110.40,94.20,95.90,0.801529,0.278379,0.329369,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,448.211,,65202,S/2020 S 11
MN,8372730,0.2600,50.80,81.20,70.50,350.80,0.799866,0.210859,0.275630,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,449.327,,65203,S/2020 S 12
MN,7157581,0.3730,48.00,96.40,41.60,230.40,0.788820,0.288323,0.338282,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,455.388,,65204,S/2020 S 13
MN,11119919,0.3130,161.70,54.70,355.40,209.30,0.462685,1.260946,0.762066,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,768.863,,65205,S/2020 S 14
MN,9000310,0.4620,37.10,275.80,338.20,141.70,0.440944,0.913242,0.802676,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,807.824,,65206,S/2020 S 15
MN,10093223,0.4050,167.30,73.10,268.60,185.20,0.429835,1.481481,0.917899,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,824.923,,65207,S/2020 S 16
MN,10632592,0.3780,148.90,287.20,210.90,359.00,0.426230,1.089918,0.806813,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,834.447,,65208,S/2020 S 17
MN,14577878,0.1800,168.90,165.90,204.00,218.70,0.400612,1.455133,0.778378,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,885.115,,65209,S/2020 S 18
MN,14908155,0.1590,48.10,65.50,56.10,80.40,0.405885,0.472193,0.522042,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,881.043,,65210,S/2020 S 19
MN,15603659,0.1330,169.80,230.50,92.90,330.00,0.393020,1.511335,0.790861,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,901.525,,65211,S/2020 S 20
MN,13071435,0.3070,169.90,188.00,328.30,95.50,0.364835,1.709402,0.975081,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,967.260,,65212,S/2020 S 21
MN,18295863,0.0590,161.30,38.40,271.40,128.80,0.349313,1.496259,0.816882,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1012.241,,65213,S/2020 S 22
MN,18039167,0.0890,165.00,61.50,153.60,65.10,0.339108,1.649863,0.878049,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1040.376,,65214,S/2020 S 23
MN,15876091,0.2300,159.60,114.80,42.20,301.40,0.318475,1.655934,0.972710,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1105.408,,65215,S/2020 S 24
MN,14202371,0.3160,171.80,329.00,242.20,318.10,0.313379,2.068966,1.177240,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,1117.089,,65216,S/2020 S 25
MN,15459219,0.2730,163.20,143.00,252.90,141.30,0.303020,1.829268,1.064774,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1157.766,,65217,S/2020 S 26
MN,16242714,0.2550,145.30,314.60,324.50,32.00,0.293338,1.294498,0.954907,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1202.016,,65218,S/2020 S 27
MN,11568686,0.4740,160.10,226.70,60.90,2.20,0.286019,2.073733,1.430274,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1217.810,,65219,S/2020 S 28
MN,21253234,0.0470,169.10,298.70,255.90,115.90,0.281307,1.979109,1.019541,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1243.449,,65220,S/2020 S 29
MN,8694489,0.6010,154.20,352.30,132.10,60.30,0.288845,2.196461,1.784829,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1201.019,,65221,S/2020 S 30
MN,17112463,0.2380,163.80,196.20,148.10,0.10,0.277704,2.051282,1.165049,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1256.504,,65222,S/2020 S 31
MN,10898282,0.5020,169.10,198.20,351.60,88.90,0.286876,2.398401,1.592920,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1208.849,,65223,S/2020 S 32
MN,10200513,0.5550,162.80,4.30,161.70,165.20,0.266271,2.448980,1.765571,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1295.850,,65224,S/2020 S 33
MN,18980518,0.1540,160.60,162.80,7.70,116.40,0.279088,1.835798,1.032999,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1254.607,,65225,S/2020 S 34
MN,17848483,0.2250,174.90,19.80,344.70,98.00,0.265834,2.388852,1.276596,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1304.965,,65226,S/2020 S 35
MN,15143317,0.3360,168.80,139.70,26.90,216.10,0.270408,2.195122,1.283422,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1286.029,,65227,S/2020 S 36
MN,15581181,0.3440,174.80,211.70,25.10,182.30,0.252707,2.475928,1.424051,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1366.822,,65228,S/2020 S 37
MN,11485359,0.5130,159.70,246.30,284.00,99.40,0.254307,2.531646,1.807229,270.000,66.561,2451545.0,16.1,,2.0,3.40000E+13,1352.435,,65229,S/2020 S 38
MN,16862368,0.3050,160.10,28.90,318.80,165.20,0.245471,2.187120,1.334322,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1411.145,,65230,S/2020 S 39
MN,13986109,0.4120,167.30,99.40,250.50,64.00,0.250994,2.660754,1.658986,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1369.756,,65231,S/2020 S 40
MN,15474087,0.4020,160.20,224.90,28.30,63.10,0.220145,2.533427,1.650619,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1554.399,,65232,S/2020 S 41
MN,12512724,0.5060,157.50,59.10,15.40,278.40,0.225878,2.810304,2.038505,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1505.312,,65233,S/2020 S 42
MN,21245948,0.2030,164.60,257.00,68.70,252.60,0.209841,2.737643,1.520270,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1625.293,,65234,S/2020 S 43
MN,21834779,0.1990,168.50,283.80,28.00,318.00,0.203078,2.637363,1.426307,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1680.641,,65235,S/2020 S 44
MN,6880116,0.3860,48.80,296.80,159.60,263.40,0.811253,0.269340,0.329519,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,442.863,,65236,S/2023 S 1
MN,7475844,0.3390,45.70,117.30,253.80,257.20,0.799906,0.316790,0.333457,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,449.054,,65237,S/2023 S 2
MN,14505341,0.1780,46.90,264.00,93.70,272.60,0.408497,0.522800,0.547862,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,875.001,,65238,S/2023 S 3
MN,12861570,0.2760,170.00,9.50,264.40,123.90,0.400648,1.531915,0.856939,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,884.111,,65239,S/2023 S 4
MN,10258984,0.5990,168.80,94.90,235.00,334.20,0.220292,3.243243,2.346806,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1528.037,,65240,S/2023 S 5
MN,7936858,0.3360,47.40,103.70,54.40,133.40,0.736049,0.307561,0.347356,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,487.909,,65241,S/2023 S 6
MN,8687729,0.2840,44.70,102.50,289.70,102.30,0.719483,0.356577,0.354122,270.000,66.561,2451545.0,15.9,,2.0,3.40000E+13,499.010,,65242,S/2023 S 7
MN,12308506,0.1220,166.90,278.80,240.10,149.60,0.576739,1.001669,0.530817,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,619.691,,65243,S/2023 S 8
MN,11310883,0.1410,172.20,209.80,324.80,285.20,0.634181,0.958722,0.497994,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,564.114,,65244,S/2023 S 9
MN,10819140,0.3020,163.00,124.70,308.10,70.90,0.494469,1.189296,0.705744,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,720.493,,65245,S/2023 S 10
MN,9832270,0.3000,170.90,76.10,193.00,334.20,0.574551,1.096558,0.619728,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,621.493,,65246,S/2023 S 11
MN,6306554,0.6010,168.80,182.50,301.00,339.70,0.477350,1.668211,1.209677,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,741.917,,65247,S/2023 S 12
MN,12473453,0.1790,168.50,107.50,134.20,173.90,0.510063,1.147593,0.614964,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,699.180,,65248,S/2023 S 13
MN,8477059,0.4970,171.60,351.40,291.70,62.70,0.433276,1.640839,1.074627,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,816.862,,65249,S/2023 S 14
MN,8226826,0.5490,161.90,123.20,276.60,159.70,0.382691,1.832061,1.324016,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,919.935,,65250,S/2023 S 15
MN,12413869,0.2700,162.60,116.90,270.60,80.00,0.429110,1.318681,0.770218,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,827.911,,65251,S/2023 S 16
MN,8727421,0.4980,35.90,246.70,240.70,128.10,0.415021,1.082707,0.952381,270.000,66.561,2451545.0,17.1,,1.5,1.40000E+13,855.935,,65252,S/2023 S 17
MN,9594698,0.4480,36.70,280.00,78.10,169.70,0.415809,0.965147,0.832755,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,855.654,,65253,S/2023 S 18
MN,15971992,0.0920,48.20,205.40,50.10,325.50,0.410700,0.462428,0.507257,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,870.923,,65254,S/2023 S 19
MN,9631638,0.4420,136.50,322.10,112.70,200.60,0.421069,0.734244,0.755192,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,846.765,,65255,S/2023 S 20
MN,16388234,0.0770,157.30,341.90,124.20,38.70,0.402254,1.233299,0.704363,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,883.308,,65256,S/2023 S 21
MN,15196395,0.1820,47.50,266.50,121.80,4.20,0.377743,0.538036,0.579804,270.000,66.561,2451545.0,16.3,,2.0,3.40000E+13,945.370,,65257,S/2023 S 22
MN,12209405,0.3500,164.80,91.20,187.00,81.80,0.367437,1.612903,0.975081,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,961.224,,65258,S/2023 S 23
MN,11488227,0.3740,169.70,319.70,1.40,54.40,0.380474,1.680672,1.005587,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,928.245,,65259,S/2023 S 24
MN,13759215,0.2810,166.40,293.80,216.60,186.20,0.356809,1.712655,0.978793,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,988.528,,65260,S/2023 S 25
MN,13806644,0.3060,163.90,108.20,147.40,132.20,0.335907,1.763841,1.042270,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1047.762,,65261,S/2023 S 26
MN,6897395,0.6520,151.10,117.00,306.60,91.20,0.335912,1.870130,1.646091,270.000,66.561,2451545.0,16.5,,1.5,1.40000E+13,1041.852,,65262,S/2023 S 27
MN,8449425,0.5750,168.70,2.30,59.60,189.60,0.333439,2.254227,1.597870,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1046.556,,65263,S/2023 S 28
MN,17216422,0.1410,172.20,47.00,227.40,162.80,0.332270,1.811777,0.941423,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1059.421,,65264,S/2023 S 29
MN,9246818,0.4930,142.40,191.30,250.00,2.70,0.385738,1.088929,0.988739,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,919.714,,65265,S/2023 S 30
MN,16956486,0.1820,163.00,240.90,261.10,308.70,0.315869,1.690935,0.941423,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,1114.289,,65266,S/2023 S 31
MN,19697587,0.0370,169.80,90.30,195.20,30.00,0.322334,1.753531,0.899550,270.000,66.561,2451545.0,17.2,,1.0,4.00000E+12,1092.242,,65267,S/2023 S 32
MN,7243337,0.6650,155.80,258.60,209.30,49.10,0.290931,2.445652,2.060675,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1187.067,,65268,S/2023 S 33
MN,8945677,0.5700,168.40,275.50,303.00,293.60,0.310059,2.409639,1.702933,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1120.383,,65269,S/2023 S 34
MN,18906975,0.1510,168.50,165.50,340.90,92.90,0.281517,2.059497,1.091571,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1240.762,,65270,S/2023 S 35
MN,14249815,0.3590,166.30,157.00,325.10,312.20,0.281175,2.212661,1.333333,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1237.610,,65271,S/2023 S 36
MN,15613493,0.2150,172.30,241.20,63.40,244.70,0.336310,1.760391,0.943149,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1047.390,,65272,S/2023 S 37
MN,1166939,0.9090,149.20,241.20,63.40,244.70,0.651597,1.283880,1.405701,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,546.315,,65273,S/2023 S 38
MN,18242262,0.1240,164.80,351.90,118.30,345.10,0.313612,1.720841,0.925450,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1121.994,,65274,S/2023 S 39
MN,13860836,0.3420,169.60,334.70,271.40,3.60,0.306163,2.123894,1.242665,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1141.481,,65275,S/2023 S 40
MN,15347494,0.2790,172.10,323.00,7.20,29.10,0.301703,2.059497,1.144310,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1159.516,,65276,S/2023 S 41
MN,20548617,0.0590,166.70,33.20,355.10,315.90,0.290940,1.884817,0.986301,270.000,66.561,2451545.0,16.7,,1.5,1.40000E+13,1204.815,,65277,S/2023 S 42
MN,16607030,0.2640,170.30,218.00,247.30,92.70,0.275150,2.187120,1.212529,270.000,66.561,2451545.0,16.4,,1.5,1.40000E+13,1265.567,,65278,S/2023 S 43
MN,10919498,0.4340,167.40,166.30,179.90,232.90,0.351408,1.882845,1.193238,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1000.472,,65279,S/2023 S 44
MN,8601893,0.6330,157.40,334.10,102.20,336.80,0.255407,2.684564,2.166065,270.000,66.561,2451545.0,16.9,,1.5,1.40000E+13,1339.847,,65280,S/2023 S 45
MN,16406710,0.3360,143.20,100.40,306.80,230.00,0.240478,1.565898,1.265378,270.000,66.561,2451545.0,16.8,,1.5,1.40000E+13,1450.272,,65281,S/2023 S 46
MN,22566968,0.1010,162.50,257.30,208.40,97.50,0.232521,2.340702,1.273885,270.000,66.561,2451545.0,17.0,,1.5,1.40000E+13,1485.042,,65282,S/2023 S 47
MN,19588558,0.0220,169.70,108.20,338.70,315.60,0.333142,1.692525,0.867888,270.000,66.561,2451545.0,16.6,,1.5,1.40000E+13,1058.349,,65283,S/2023 S 48
