BN,05 34 31.90,+22 00 52.0,,,+8.40,,,,SNR,6.00,4.00,,Crab Nebula,Taurus A,M 1,NGC 1952,
GC,21 33 27.20,-00 49 22.0,,,+6.60,,,,II,16.00,,,M 2,NGC 7089,
GC,13 42 11.20,+28 22 34.0,,,+6.30,,,,VI,18.00,,,M 3,NGC 5272,
GC,16 23 35.50,-26 31 29.0,,,+5.40,,,,IX,36.00,,,M 4,NGC 6121,
GC,15 18 33.80,+02 05 00.0,,,+5.70,,,,V,23.00,,,M 5,NGC 5904,
OC,17 40 20.00,-32 15 30.0,,,+4.20,+4.50,,,III2p,33.00,,,Butterly Cluster,M 6,NGC 6405,
OC,17 53 50.00,-34 47 36.0,,,+3.30,+3.50,,,II2r,75.00,,,Ptolemy's Cluster,M 7,NGC 6475,
BN,18 03 42.00,-24 22 48.0,,,,+5.80,,,EN,45.00,30.00,,Lagoon Nebula,M 8,NGC 6523,NGC 6533,
GC,17 19 11.80,-18 30 57.0,,,+7.80,,,,VIII,12.00,,,M 9,NGC 6333,
GC,16 57 08.90,-04 05 56.0,,,+6.60,,,,VII,20.00,,,M 10,NGC 6254,
OC,18 51 05.00,-06 16 12.0,,,+5.80,,,,I2r,11.00,,,Wild Duck Cluster,M 11,NGC 6705,
GC,16 47 14.50,-01 56 50.0,,,+6.10,,,,IX,16.00,,,M 12,NGC 6218,
GC,16 41 41.50,+36 27 39.0,,,+5.80,,,,V,20.00,,,Hercules Cluster,M 13,NGC 6205,
GC,17 37 36.10,-03 14 43.0,,,+7.60,,,,VIII,11.00,,,M 14,NGC 6402,
GC,21 29 58.30,+12 10 03.0,,,+6.30,,,,IV,18.00,,,M 15,NGC 7078,
OC,18 18 45.00,-13 47 54.0,,,+6.00,,,,II3mn,8.00,,,Eagle Nebula,Star Queen Nebula,M 16,NGC 6611,
BN,18 20 47.00,-16 10 18.0,,,,+6.00,,,EN+OCL,20.00,15.00,,Omega Nebula,Swan Nebula,M 17,NGC 6618,
OC,18 19 58.00,-17 06 06.0,,,+6.90,,,,II3pn,7.00,,,M 18,NGC 6613,
GC,17 02 37.70,-26 16 03.0,,,+6.80,,,,VIII,17.00,,,M 19,NGC 6273,
BN,18 03 26.00,-22 59 27.0,,,,+8.50,,,EN+OCL,20.00,20.00,,Trifid Nebula,M 20,NGC 6514,
OC,18 04 13.30,-22 30 00.0,,,+5.90,,,,I3m,16.00,,,M 21,NGC 6531,
GC,18 36 24.20,-23 54 10.0,,,+5.20,,,,VII,32.00,,,M 22,NGC 6656,
OC,17 56 56.00,-19 00 42.0,,,+5.50,,,,III1m,25.00,,,M 23,NGC 6494,
OC,18 18 48.00,-18 33 00.0,,,,,,,*Cloud,,,,Sagittarius Star Cloud,M 24,IC 4715,
OC,18 31 45.00,-19 07 12.0,,,+4.60,,,,I2p,26.00,,,M 25,IC 4725,
OC,18 45 15.00,-09 23 06.0,,,+8.00,,,,I1m,8.00,,,M 26,NGC 6694,
PN,19 59 36.30,+22 43 18.0,,,+7.40,+7.60,,,PN,6.70,,,Dumbbell Nebula,M 27,NGC 6853,
GC,18 24 32.90,-24 52 10.0,,,+6.90,,,,IV,13.80,,,M 28,NGC 6626,
OC,20 24 06.00,+38 29 36.0,,,+6.60,,,,III3p,10.00,,,M 29,NGC 6913,
GC,21 40 22.00,-23 10 43.0,,,+6.90,,,,V,12.00,,,M 30,NGC 7099,
GX,00 42 44.30,+41 16 08.0,,,+3.40,+4.40,7.900E+05,-300.2,Sb,189.10,61.70,35.0,Andromeda Galaxy,M 31,NGC 224,UGC 454,
GX,00 42 41.80,+40 51 57.0,,,+8.10,+9.00,7.700E+05,-200.0,E2,8.50,6.50,179.0,M 32,NGC 221,UGC 452,
GX,01 33 51.90,+30 39 29.0,,,+5.70,+6.30,8.800E+05,-179.0,Sc,68.70,41.60,23.0,Triangulum Galaxy,M 33,NGC 598,UGC 1117,
OC,02 42 05.00,+42 45 42.0,,,+5.20,,,,II3m,25.00,,,M 34,NGC 1039,
OC,06 08 60.00,+24 21 00.0,,,+5.10,,,,III2m,25.00,,,M 35,NGC 2168,
OC,05 36 17.70,+34 08 27.0,,,+6.00,,,,II3m,10.00,,,M 36,NGC 1960,
OC,05 52 18.30,+32 33 11.0,,,+5.60,,,,II1r,15.00,,,M 37,NGC 2099,
OC,05 28 43.00,+35 51 18.0,,,+6.40,,,,II2r,15.00,,,M 38,NGC 1912,
OC,21 31 52.00,+48 25 30.0,,,+4.60,,,,III2p,31.00,,,M 39,NGC 7092,
OC,06 46 -0.00,-20 45 24.0,,,+4.50,,,,II3m,39.00,,,M 41,NGC 2287,
BN,05 35 17.10,-05 23 25.0,,,+4.00,+3.70,,,EN+RN,40.00,35.00,,Orion Nebula,M 42,NGC 1976,
BN,05 35 31.30,-05 16 03.0,,,,+6.80,,,EN,20.00,15.00,,M 43,NGC 1982,
OC,08 40 24.00,+19 40 12.0,,,+3.10,+3.50,,,II2m,70.00,,,Beehive Cluster,Praesepe,M 44,NGC 2632,
OC,07 41 46.80,-14 48 36.0,,,+6.10,,,,III2m,20.00,,,M 46,NGC 2437,
OC,07 36 35.00,-14 28 47.0,,,+4.40,,,,III2m,25.00,,,M 47,NGC 2422,NGC 2478,
OC,08 13 43.10,-05 45 02.0,,,+5.80,,,,I2m,30.00,,,M 48,NGC 2548,
GX,12 29 46.70,+08 00 00.0,,,+8.40,+9.40,1.600E+07,+995.5,E2,10.20,8.30,155.0,M 49,NGC 4472,UGC 7629,
OC,07 02 47.80,-08 22 33.0,,,+5.90,,,,II3m,15.00,,,M 50,NGC 2323,
GX,13 29 52.60,+47 11 44.0,,,+8.40,+9.00,8.600E+06,+462.5,Sbc,11.20,6.90,7.0,Whirlpool Galaxy,M 51,NGC 5194,UGC 8493,
OC,23 24 48.00,+61 35 60.0,,,+6.90,,,,I2r,16.00,,,M 52,NGC 7654,
GC,13 12 55.30,+18 10 11.0,,,+7.70,,,,V,13.00,,,M 53,NGC 5024,
GC,18 55 03.30,-30 28 40.0,,,+7.70,,,,III,12.00,,,M 54,NGC 6715,
