RA,Dec,Region,Edge
301.729,52.787,71,1
302.322,52.930,71,1
302.832,53.049,71,1
303.314,53.270,71,1
303.679,53.538,71,1
303.921,53.997,71,1
304.135,54.473,71,1
304.268,54.878,71,1
304.310,55.316,71,1
304.357,55.649,71,1
304.498,55.948,71,1
304.739,56.195,71,1
305.237,56.341,71,1
305.742,56.466,71,1
306.469,56.534,71,1
307.162,56.549,71,1
307.953,56.539,71,1
308.459,56.497,71,1
308.826,56.350,71,1
309.149,56.061,71,1
309.400,55.740,71,1
309.470,55.440,71,1
309.739,55.047,71,1
310.062,54.601,71,1
310.399,54.097,71,1
310.742,53.700,71,1
311.143,53.090,71,1
311.416,52.713,71,1
311.700,52.226,71,1
312.067,51.772,71,1
312.368,51.492,71,1
312.807,51.225,71,1
313.267,50.951,71,1
313.602,50.773,71,1
314.027,50.498,71,1
314.335,50.199,71,1
314.562,49.935,71,1
314.688,49.699,71,1
314.841,49.352,71,1
314.981,49.079,71,1
315.083,48.894,71,1
315.294,48.738,71,1
315.631,48.674,71,1
315.956,48.682,71,1
316.419,48.727,71,1
316.341,48.207,71,0
315.755,47.520,71,0
315.028,46.632,71,0
314.177,45.752,71,0
311.765,46.505,71,0
309.508,47.019,71,0
307.752,47.236,71,0
304.664,46.454,71,0
301.987,47.659,71,0
299.564,48.754,71,0
332.284,44.890,72,1
332.497,45.275,72,1
332.822,45.755,72,1
333.195,46.180,72,1
333.919,46.528,72,1
334.624,46.724,72,1
335.411,46.894,72,1
336.167,47.033,72,1
336.799,47.043,72,1
337.307,47.010,72,1
337.817,46.896,72,1
338.533,46.726,72,1
339.243,46.568,72,1
339.943,46.511,72,1
340.546,46.614,72,1
341.228,46.755,72,1
341.960,47.008,72,1
342.522,47.159,72,1
343.178,47.364,72,1
344.102,47.608,72,1
344.980,47.733,72,1
345.993,47.868,72,1
346.657,47.965,72,1
347.627,48.054,72,1
347.364,49.217,72,0
346.004,51.025,72,0
344.814,52.371,72,0
342.409,54.443,72,0
337.811,53.269,72,0
333.924,52.099,72,0
330.241,50.263,72,0
327.601,48.775,72,0
325.778,47.683,72,0
327.663,46.905,72,0
329.524,45.882,72,0
331.073,45.128,72,0
316.419,48.727,73,1
316.894,48.810,73,1
317.353,48.863,73,1
317.786,48.884,73,1
318.149,48.837,73,1
318.485,48.678,73,1
318.628,48.503,73,1
318.770,48.265,73,1
318.792,48.056,73,1
318.907,47.946,73,1
319.193,47.912,73,1
319.526,47.940,73,1
319.859,48.016,73,1
320.074,48.155,73,1
320.204,48.362,73,1
320.190,48.614,73,1
320.027,48.822,73,1
319.862,48.906,73,1
319.672,49.036,73,1
319.580,49.226,73,1
319.657,49.400,73,1
319.736,49.558,73,1
319.936,49.760,73,1
320.140,49.966,73,1
320.250,50.169,73,1
320.260,50.454,73,1
320.343,50.661,73,1
320.480,50.909,73,1
320.765,51.079,73,1
321.101,51.213,73,1
321.415,51.349,73,1
321.611,51.600,73,1
321.686,51.913,73,1
321.759,52.197,73,1
321.761,52.530,73,1
321.653,52.820,73,1
321.531,52.997,73,1
321.173,53.148,73,1
320.782,53.190,73,1
320.302,53.214,73,1
320.039,53.216,73,1
319.616,53.271,73,1
319.193,53.323,73,1
318.930,53.498,73,1
318.665,53.865,73,1
318.533,54.260,73,1
318.616,54.627,73,1
318.704,54.912,73,1
318.791,55.133,73,1
318.987,55.276,73,1
319.265,55.370,73,1
319.628,55.369,73,1
319.958,55.235,73,1
320.395,55.102,73,1
320.778,55.016,73,1
321.281,55.022,73,1
321.755,55.122,73,1
322.079,55.271,73,1
322.300,55.537,73,1
322.412,55.803,73,1
322.581,56.084,73,1
322.673,56.400,73,1
323.853,56.125,73,0
325.360,55.345,73,0
327.054,54.454,73,0
328.951,53.191,73,0
330.357,52.092,73,0
331.948,50.856,73,0
330.233,49.969,73,0
328.256,48.870,73,0
326.261,47.729,73,0
324.364,46.340,73,0
322.680,44.641,73,0
321.750,43.666,73,0
320.713,42.795,73,0
318.513,43.721,73,0
316.055,44.673,73,0
313.714,45.782,73,0
314.520,46.804,73,0
315.516,47.959,73,0
347.627,48.054,74,1
348.652,48.070,74,1
349.702,48.029,74,1
350.631,47.974,74,1
351.458,47.793,74,1
352.335,47.505,74,1
353.298,47.178,74,1
353.981,46.875,74,1
354.658,46.636,74,1
355.335,46.525,74,1
355.839,46.448,74,1
356.521,46.497,74,1
356.994,46.751,74,1
357.538,47.151,74,1
357.895,47.606,74,1
358.267,48.143,74,1
358.591,48.647,74,1
358.946,49.098,74,1
359.300,49.516,74,1
359.652,50.048,74,1
359.930,50.568,74,1
0.208,51.037,74,1
0.555,51.553,74,1
0.875,52.053,74,1
1.251,52.465,74,1
1.552,52.762,74,1
1.808,52.930,74,1
2.282,53.064,74,1
2.575,53.124,74,1
2.886,53.135,74,1
2.652,53.630,74,0
1.079,55.467,74,0
359.262,57.312,74,0
355.704,56.732,74,0
351.759,56.159,74,0
347.897,55.527,74,0
345.163,54.995,74,0
341.963,54.314,74,0
343.461,52.913,74,0
345.026,51.261,74,0
346.293,49.559,74,0
322.673,56.400,75,1
322.651,56.826,75,1
322.560,57.317,75,1
322.405,57.889,75,1
322.053,58.514,75,1
321.752,59.075,75,1
321.495,59.595,75,1
321.279,60.117,75,1
321.234,60.384,75,1
321.415,60.785,75,1
321.656,61.188,75,1
321.838,61.472,75,1
322.330,61.712,75,1
323.012,61.960,75,1
323.772,62.167,75,1
324.907,62.432,75,1
325.880,62.661,75,1
326.804,62.902,75,1
327.826,63.294,75,1
328.380,63.600,75,1
328.926,64.061,75,1
329.285,64.539,75,1
329.442,64.966,75,1
329.507,65.345,75,1
329.626,65.750,75,1
329.584,66.131,75,1
329.608,66.444,75,1
329.743,66.738,75,1
329.886,66.987,75,1
330.332,67.126,75,1
330.962,67.203,75,1
331.590,67.160,75,1
331.823,67.026,75,1
331.887,66.802,75,1
332.058,66.534,75,1
332.337,66.198,75,1
332.716,65.817,75,1
333.038,65.525,75,1
333.615,65.277,75,1
334.190,65.113,75,1
334.767,65.063,75,1
335.289,65.032,75,1
335.936,65.130,75,1
336.697,65.243,75,1
337.411,65.335,75,1
338.118,65.377,75,1
338.868,65.371,75,1
339.525,65.228,75,1
339.962,65.074,75,1
340.139,64.771,75,1
340.238,64.385,75,1
340.342,64.018,75,1
340.340,63.661,75,1
340.262,63.373,75,1
340.183,63.085,75,1
339.892,62.922,75,1
339.421,62.810,75,1
338.959,62.722,75,1
337.946,62.540,75,1
337.204,62.434,75,1
336.510,62.322,75,1
335.781,62.253,75,1
335.296,62.173,75,1
334.941,61.934,75,1
334.693,61.763,75,1
334.428,61.387,75,1
334.177,61.101,75,1
334.021,60.725,75,1
333.823,60.351,75,1
333.676,60.061,75,1
333.531,59.706,75,1
333.471,59.307,75,1
333.461,58.949,75,1
333.637,58.683,75,1
333.954,58.498,75,1
334.545,58.359,75,1
335.174,58.256,75,1
335.850,58.236,75,1
336.524,58.192,75,1
337.076,58.218,75,1
337.854,58.322,75,1
338.645,58.442,75,1
339.552,58.682,75,1
340.348,58.949,75,1
341.119,59.235,75,1
342.231,59.718,75,1
343.056,60.057,75,1
344.175,60.502,75,1
345.107,60.755,75,1
346.301,61.113,75,1
347.464,61.354,75,1
348.760,61.524,75,1
350.160,60.345,75,0
351.006,58.974,75,0
351.843,57.590,75,0
352.748,55.951,75,0
348.236,55.143,75,0
344.008,54.346,75,0
339.438,53.161,75,0
334.752,51.721,75,0
331.750,50.501,75,0
328.028,53.036,75,0
323.528,55.527,75,0
305.076,45.864,76,1
304.815,45.702,76,1
304.688,45.494,76,1
304.595,45.263,76,1
304.600,44.942,76,1
304.765,44.711,76,1
305.117,44.389,76,1
305.373,44.091,76,1
305.660,43.816,76,1
305.972,43.515,76,1
306.218,43.262,76,1
306.428,42.711,76,1
306.392,42.183,76,1
306.383,41.632,76,1
306.347,41.107,76,1
306.280,40.492,76,1
306.211,39.784,76,1
306.146,39.123,76,1
305.995,38.487,76,1
305.847,37.780,76,1
305.728,37.119,76,1
305.417,36.370,76,1
305.164,35.891,76,1
304.607,35.433,76,1
304.142,34.904,76,1
303.679,34.467,76,1
303.275,33.958,76,1
302.832,33.265,76,1
302.526,32.642,76,1
302.276,32.043,76,1
301.986,31.188,76,1
301.827,30.477,76,1
301.488,29.707,76,1
301.146,29.078,76,1
300.800,28.650,76,1
300.485,28.198,76,1
300.082,27.903,76,1
299.026,28.283,76,0
297.388,29.556,76,0
295.584,30.629,76,0
293.763,31.625,76,0
294.977,34.033,76,0
296.050,36.778,76,0
296.918,39.703,76,0
297.720,42.808,76,0
299.234,45.091,76,0
300.746,46.735,76,0
302.197,48.039,76,0
303.713,47.500,76,0
304.937,46.806,76,0
300.082,27.903,77,1
300.000,27.820,77,1
299.939,27.738,77,1
299.900,27.602,77,1
299.872,27.404,77,1
299.855,27.134,77,1
299.845,26.851,77,1
299.767,26.456,77,1
299.684,26.081,77,1
299.628,25.818,77,1
299.533,25.588,77,1
299.365,25.296,77,1
299.150,24.996,77,1
298.850,24.740,77,1
298.575,24.560,77,1
298.195,24.439,77,1
297.769,24.402,77,1
297.318,24.396,77,1
296.863,24.453,77,1
296.579,24.551,77,1
296.344,24.717,77,1
296.163,25.040,77,1
296.075,25.565,77,1
296.001,25.883,77,1
295.894,26.031,77,1
295.657,26.158,77,1
295.318,26.194,77,1
294.950,26.137,77,1
294.454,25.949,77,1
294.079,25.808,77,1
293.869,25.665,77,1
293.718,25.549,77,1
293.614,25.389,77,1
293.607,25.191,77,1
293.701,24.985,77,1
293.755,24.890,77,1
293.860,24.768,77,1
293.851,24.665,77,1
293.790,24.578,77,1
293.635,24.512,77,1
293.244,24.421,77,1
292.849,24.406,77,1
292.381,24.456,77,1
291.922,24.500,77,1
291.382,24.568,77,1
291.029,24.701,77,1
290.601,24.946,77,1
290.304,25.194,77,1
289.900,25.478,77,1
289.470,25.694,77,1
289.039,25.824,77,1
288.474,25.879,77,1
287.991,25.818,77,1
287.644,25.710,77,1
287.349,25.476,77,1
287.142,25.162,77,1
287.073,24.850,77,1
287.160,24.538,77,1
287.315,24.224,77,1
287.486,23.976,77,1
287.639,23.707,77,1
287.726,23.458,77,1
287.656,23.176,77,1
287.520,22.988,77,1
287.195,22.909,77,1
286.907,22.942,77,1
286.704,23.082,77,1
286.482,23.174,77,1
286.174,23.297,77,1
285.765,23.277,77,1
285.481,23.037,77,1
285.348,22.755,77,1
285.287,22.410,77,1
285.341,21.941,77,1
285.505,21.301,77,1
285.662,20.667,77,1
285.810,20.151,77,1
285.406,19.997,77,0
284.484,19.994,77,0
283.891,20.022,77,0
283.173,20.267,77,0
283.867,22.059,77,0
284.749,24.254,77,0
285.852,25.846,77,0
286.852,27.087,77,0
288.657,28.255,77,0
290.904,29.431,77,0
292.589,30.808,77,0
293.925,31.841,77,0
296.008,30.830,77,0
298.130,29.798,77,0
299.664,28.582,77,0
285.810,20.151,78,1
285.974,19.713,78,1
286.104,19.465,78,1
286.214,19.245,78,1
286.336,18.945,78,1
286.554,18.477,78,1
286.834,17.926,78,1
287.081,17.487,78,1
287.331,17.156,78,1
287.753,16.824,78,1
288.203,16.654,78,1
288.656,16.509,78,1
289.049,16.336,78,1
289.438,16.111,78,1
289.655,15.723,78,1
289.667,15.206,78,1
289.486,14.802,78,1
289.252,14.401,78,1
288.962,14.161,78,1
288.622,14.060,78,1
288.143,13.989,78,1
287.779,14.131,78,1
287.419,14.381,78,1
287.084,14.577,78,1
286.663,14.609,78,1
286.213,14.559,78,1
285.930,14.346,78,1
285.814,14.046,78,1
285.782,13.611,78,1
285.974,13.367,78,1
286.137,13.010,78,1
286.160,12.604,78,1
286.046,12.250,78,1
285.652,11.740,78,1
285.260,11.307,78,1
284.871,11.036,78,1
284.538,10.686,78,1
284.178,10.199,78,1
283.984,9.789,78,1
283.734,9.300,78,1
283.402,8.864,78,1
282.910,8.456,78,1
282.531,8.069,78,1
282.143,7.743,78,1
281.855,7.462,78,1
281.344,8.201,78,0
279.933,9.277,78,0
278.900,10.159,78,0
281.238,11.822,78,0
282.648,13.379,78,0
283.489,15.310,78,0
283.690,18.033,78,0
283.666,20.271,78,0
285.199,20.293,78,0
281.855,7.462,79,1
281.673,7.106,79,1
281.594,6.677,79,1
281.575,6.388,79,1
281.571,6.060,79,1
281.582,5.658,79,1
281.690,4.983,79,1
281.759,4.679,79,1
281.784,4.437,79,1
281.769,4.250,79,1
281.740,4.091,79,1
281.621,3.936,79,1
281.463,3.808,79,1
281.245,3.683,79,1
281.012,3.614,79,1
280.620,3.560,79,1
280.160,3.521,79,1
279.713,3.498,79,1
279.235,3.459,79,1
278.746,3.434,79,1
278.287,3.407,79,1
277.813,3.411,79,1
277.308,3.427,79,1
276.977,3.386,79,1
276.619,3.244,79,1
276.302,3.143,79,1
275.872,3.000,79,1
275.554,2.842,79,1
275.125,2.655,79,1
274.106,2.312,79,1
273.516,2.108,79,1
272.871,1.863,79,1
272.398,1.673,79,1
271.822,1.455,79,1
271.191,1.264,79,1
270.718,1.132,79,1
270.184,0.954,79,1
269.696,0.736,79,1
269.307,0.516,79,1
268.962,0.469,79,1
268.659,0.594,79,1
268.355,0.779,79,1
268.151,1.063,79,1
267.949,1.379,79,1
267.688,1.749,79,1
267.499,2.119,79,1
267.266,2.460,79,1
267.149,2.775,79,1
266.986,3.189,79,1
266.939,3.491,79,1
267.009,3.936,79,1
267.150,4.211,79,1
267.423,4.513,79,1
267.711,4.734,79,1
268.028,4.823,79,1
268.401,5.045,79,1
268.836,5.179,79,1
269.182,5.295,79,1
269.529,5.473,79,1
269.817,5.604,79,1
270.275,5.836,79,1
270.652,6.111,79,1
270.967,6.359,79,1
271.255,6.574,79,1
271.556,6.807,79,1
271.758,7.009,79,1
272.032,7.197,79,1
272.378,7.340,79,1
272.652,7.486,79,1
273.057,7.630,79,1
273.373,7.875,79,1
273.792,8.135,79,1
274.141,8.423,79,1
274.533,8.783,79,1
274.793,9.213,79,1
275.111,9.601,79,1
275.345,10.046,79,1
275.519,10.435,79,1
275.666,10.867,79,1
275.845,11.212,79,1
275.948,11.527,79,1
276.272,11.771,79,1
276.800,12.000,79,1
277.416,12.144,79,1
277.984,11.449,79,0
278.605,10.782,79,0
279.297,10.115,79,0
280.263,9.244,79,0
281.391,8.501,79,0
277.416,12.144,80,1
277.947,12.258,80,1
278.491,12.404,80,1
279.031,12.600,80,1
279.547,12.825,80,1
280.093,13.216,80,1
280.527,13.744,80,1
280.846,14.415,80,1
281.142,15.110,80,1
281.379,15.833,80,1
281.475,16.727,80,1
281.485,17.563,80,1
281.439,18.511,80,1
281.449,19.239,80,1
281.490,20.021,80,1
282.209,20.182,80,0
283.855,20.382,80,0
283.928,18.661,80,0
283.884,17.011,80,0
283.747,15.245,80,0
283.216,13.882,80,0
282.820,13.096,80,0
281.540,11.784,80,0
280.088,10.578,80,0
279.024,9.994,80,0
278.030,10.927,80,0
277.312,11.790,80,0
281.490,20.021,81,1
281.549,20.545,81,1
281.669,21.148,81,1
281.927,21.741,81,1
282.289,22.131,81,1
282.634,22.522,81,1
283.079,22.892,81,1
283.367,23.425,81,1
283.594,24.049,81,1
283.764,24.630,81,1
283.778,25.120,81,1
283.709,25.555,81,1
283.564,25.879,81,1
283.377,26.131,81,1
283.313,26.329,81,1
283.271,26.510,81,1
283.286,26.708,81,1
283.445,26.948,81,1
283.702,27.295,81,1
283.943,27.644,81,1
284.186,28.044,81,1
284.405,28.465,81,1
284.628,28.990,81,1
284.834,29.500,81,1
284.871,30.012,81,1
284.974,30.392,81,1
285.097,30.791,81,1
285.158,31.082,81,1
285.115,31.337,81,1
285.008,31.610,81,1
284.879,31.845,81,1
284.792,32.138,81,1
284.832,32.339,81,1
284.937,32.521,81,1
285.108,32.613,81,1
285.325,32.648,81,1
285.582,32.631,81,1
285.755,32.521,81,1
286.011,32.394,81,1
286.247,32.264,81,1
286.525,32.137,81,1
286.716,32.062,81,1
287.079,31.965,81,1
287.506,31.944,81,1
287.849,31.903,81,1
288.211,31.932,81,1
288.535,31.999,81,1
288.946,32.119,81,1
289.295,32.257,81,1
289.561,32.431,81,1
289.828,32.607,81,1
290.040,32.931,81,1
290.188,33.308,81,1
290.295,33.670,81,1
291.399,33.503,81,0
292.897,32.797,81,0
294.203,31.888,81,0
292.723,30.600,81,0
291.315,29.407,81,0
289.689,28.426,81,0
287.825,27.288,81,0
286.592,26.414,81,0
285.620,25.131,81,0
284.942,24.149,81,0
284.303,22.601,81,0
283.791,20.884,81,0
283.609,20.151,81,0
282.184,19.831,81,0
290.295,33.670,82,1
290.432,34.173,82,1
290.475,34.870,82,1
290.451,35.623,82,1
290.318,36.397,82,1
290.015,37.110,82,1
289.719,37.462,82,1
289.398,37.592,82,1
289.005,37.716,82,1
288.506,37.834,82,1
288.284,38.071,82,1
288.364,38.355,82,1
288.485,38.665,82,1
288.826,38.931,82,1
289.279,39.111,82,1
289.810,39.240,82,1
290.345,39.310,82,1
290.879,39.434,82,1
291.340,39.581,82,1
292.131,39.811,82,1
292.667,40.093,82,1
293.285,40.508,82,1
293.763,41.089,82,1
294.101,41.808,82,1
294.229,42.638,82,1
294.317,43.386,82,1
294.487,44.135,82,1
294.735,44.828,82,1
294.986,45.380,82,1
295.167,45.992,82,1
295.545,46.487,82,1
295.888,46.896,82,1
296.308,47.139,82,1
296.611,47.411,82,1
296.758,47.771,82,1
296.787,48.161,82,1
296.689,48.586,82,1
296.545,48.925,82,1
296.604,49.175,82,1
296.875,49.393,82,1
297.304,49.437,82,1
297.691,49.452,82,1
298.148,49.325,82,1
298.520,49.228,82,1
298.998,49.289,82,1
299.978,48.964,82,0
301.137,48.505,82,0
302.578,47.820,82,0
300.525,45.962,82,0
299.155,43.998,82,0
298.222,42.595,82,0
297.433,39.823,82,0
296.535,36.827,82,0
295.698,34.461,82,0
294.787,32.413,82,0
294.022,31.216,82,0
292.326,32.253,82,0
290.799,33.039,82,0
18.670,-73.001,83,1
18.222,-72.693,83,1
17.913,-72.330,83,1
17.779,-72.028,83,1
17.367,-71.734,83,1
17.207,-71.534,83,1
16.901,-71.358,83,1
16.438,-71.249,83,1
15.725,-71.200,83,1
14.898,-71.204,83,1
14.220,-71.254,83,1
13.584,-71.309,83,1
12.955,-71.420,83,1
12.593,-71.621,83,1
12.322,-71.830,83,1
11.908,-72.014,83,1
11.554,-72.167,83,1
11.142,-72.320,83,1
10.658,-72.437,83,1
10.127,-72.535,83,1
9.585,-72.630,83,1
9.078,-72.695,83,1
8.440,-72.827,83,1
8.014,-73.005,83,1
7.759,-73.212,83,1
7.613,-73.461,83,1
7.683,-73.712,83,1
7.963,-73.919,83,1
8.720,-73.992,83,1
9.580,-74.069,83,1
10.440,-74.097,83,1
11.313,-74.109,83,1
12.172,-74.132,83,1
13.136,-74.170,83,1
13.786,-74.173,83,1
14.163,-74.100,83,1
14.403,-73.980,83,1
14.710,-73.815,83,1
15.333,-73.664,83,1
16.000,-73.605,83,1
16.549,-73.552,83,1
17.302,-73.490,83,1
17.985,-73.483,83,1
18.772,-73.446,83,1
19.164,-73.356,83,1
19.052,-73.219,83,1
18.745,-73.063,83,1
18.670,-73.001,83,1
80.805,-71.907,84,1
81.736,-71.994,84,1
82.836,-72.032,84,1
83.645,-71.976,84,1
84.038,-71.892,84,1
84.467,-71.735,84,1
85.292,-71.555,84,1
86.140,-71.484,84,1
86.758,-71.344,84,1
87.583,-70.834,84,1
87.897,-70.501,84,1
87.867,-70.174,84,1
87.731,-69.915,84,1
87.515,-69.669,84,1
87.174,-69.483,84,1
86.766,-69.342,84,1
86.358,-69.101,84,1
86.293,-68.890,84,1
86.489,-68.758,84,1
86.765,-68.702,84,1
87.066,-68.733,84,1
87.293,-68.786,84,1
87.806,-68.752,84,1
88.176,-68.648,84,1
88.396,-68.455,84,1
88.401,-68.168,84,1
88.327,-67.810,84,1
87.963,-67.508,84,1
87.588,-67.295,84,1
87.163,-67.081,84,1
86.636,-66.863,84,1
86.138,-66.714,84,1
85.597,-66.596,84,1
84.868,-66.548,84,1
84.319,-66.438,84,1
83.838,-66.261,84,1
83.478,-66.125,84,1
82.970,-66.030,84,1
82.419,-66.020,84,1
81.955,-66.050,84,1
81.436,-65.991,84,1
81.038,-65.891,84,1
80.700,-65.809,84,1
80.368,-65.788,84,1
80.132,-65.832,84,1
79.954,-65.936,84,1
79.904,-66.063,84,1
80.065,-66.222,84,1
80.065,-66.381,84,1
79.831,-66.519,84,1
79.540,-66.570,84,1
79.031,-66.610,84,1
78.583,-66.587,84,1
78.161,-66.595,84,1
77.864,-66.646,84,1
77.514,-66.661,84,1
77.253,-66.593,84,1
77.010,-66.432,84,1
76.813,-66.279,84,1
76.594,-66.117,84,1
76.384,-65.943,84,1
76.145,-65.811,84,1
75.824,-65.717,84,1
75.479,-65.635,84,1
75.094,-65.611,84,1
74.817,-65.625,84,1
74.545,-65.678,84,1
74.401,-65.759,84,1
74.318,-65.893,84,1
74.312,-66.063,84,1
74.255,-66.186,84,1
74.092,-66.332,84,1
73.798,-66.467,84,1
73.406,-66.557,84,1
73.081,-66.670,84,1
72.907,-66.802,84,1
72.848,-67.002,84,1
72.906,-67.195,84,1
73.051,-67.466,84,1
73.178,-67.694,84,1
73.288,-67.921,84,1
73.153,-68.202,84,1
72.963,-68.534,84,1
72.724,-68.842,84,1
72.602,-69.135,84,1
72.555,-69.461,84,1
72.638,-69.751,84,1
72.790,-69.938,84,1
73.079,-70.204,84,1
73.491,-70.495,84,1
73.838,-70.728,84,1
74.082,-70.980,84,1
74.447,-71.328,84,1
74.834,-71.490,84,1
75.369,-71.648,84,1
75.981,-71.756,84,1
76.686,-71.791,84,1
77.400,-71.768,84,1
78.073,-71.734,84,1
78.852,-71.716,84,1
79.583,-71.771,84,1
80.805,-71.907,84,1
197.747,-63.114,85,1
197.875,-62.948,85,1
198.020,-62.758,85,1
197.944,-62.674,85,1
197.687,-62.640,85,1
197.315,-62.641,85,1
196.904,-62.630,85,1
196.497,-62.615,85,1
196.064,-62.627,85,1
195.843,-62.605,85,1
195.673,-62.494,85,1
195.592,-62.326,85,1
195.541,-62.169,85,1
195.524,-62.040,85,1
195.751,-61.892,85,1
196.146,-61.853,85,1
196.449,-61.871,85,1
196.849,-61.914,85,1
197.122,-61.905,85,1
197.377,-61.810,85,1
197.354,-61.667,85,1
197.126,-61.545,85,1
196.806,-61.444,85,1
196.342,-61.359,85,1
195.860,-61.276,85,1
195.313,-61.203,85,1
194.776,-61.144,85,1
194.450,-61.150,85,1
193.980,-61.171,85,1
193.537,-61.222,85,1
193.151,-61.196,85,1
192.941,-61.112,85,1
192.733,-61.072,85,1
192.498,-61.060,85,1
192.320,-61.101,85,1
192.204,-61.201,85,1
192.086,-61.258,85,1
191.759,-61.258,85,1
191.403,-61.244,85,1
190.988,-61.226,85,1
190.632,-61.237,85,1
190.245,-61.260,85,1
189.947,-61.258,85,1
189.625,-61.237,85,1
189.385,-61.277,85,1
189.195,-61.373,85,1
189.088,-61.542,85,1
189.045,-61.713,85,1
188.906,-61.883,85,1
188.738,-62.019,85,1
188.521,-62.098,85,1
188.236,-62.165,85,1
188.128,-62.277,85,1
188.080,-62.403,85,1
188.096,-62.517,85,1
188.275,-62.593,85,1
188.703,-62.647,85,1
189.102,-62.700,85,1
189.411,-62.762,85,1
189.653,-62.810,85,1
189.869,-62.872,85,1
189.923,-62.971,85,1
189.855,-63.041,85,1
189.597,-63.124,85,1
189.213,-63.200,85,1
188.661,-63.291,85,1
188.108,-63.375,85,1
187.648,-63.448,85,1
187.287,-63.537,85,1
187.039,-63.658,85,1
186.951,-63.797,85,1
187.095,-63.902,85,1
187.433,-64.015,85,1
187.782,-64.083,85,1
188.098,-64.174,85,1
188.280,-64.295,85,1
188.264,-64.396,85,1
188.087,-64.462,85,1
187.855,-64.470,85,1
187.583,-64.490,85,1
187.381,-64.512,85,1
187.233,-64.607,85,1
187.111,-64.733,85,1
187.143,-64.933,85,1
187.160,-65.221,85,1
187.090,-65.420,85,1
187.073,-65.677,85,1
186.963,-65.889,85,1
186.924,-66.072,85,1
187.074,-66.192,85,1
187.353,-66.243,85,1
187.718,-66.182,85,1
188.049,-66.107,85,1
188.451,-65.997,85,1
188.986,-65.940,85,1
189.411,-65.862,85,1
189.843,-65.740,85,1
190.201,-65.616,85,1
190.614,-65.550,85,1
191.034,-65.509,85,1
191.478,-65.438,85,1
191.650,-65.357,85,1
191.755,-65.225,85,1
191.929,-65.071,85,1
192.096,-64.955,85,1
192.402,-64.898,85,1
192.633,-64.882,85,1
193.005,-64.908,85,1
193.281,-65.007,85,1
193.562,-65.146,85,1
193.835,-65.257,85,1
194.115,-65.327,85,1
194.492,-65.336,85,1
194.862,-65.284,85,1
195.090,-65.165,85,1
195.405,-64.973,85,1
195.619,-64.813,85,1
195.731,-64.665,85,1
196.008,-64.502,85,1
196.323,-64.380,85,1
196.726,-64.235,85,1
197.121,-64.053,85,1
197.409,-63.842,85,1
197.499,-63.625,85,1
197.548,-63.408,85,1
197.747,-63.114,85,1
