RA,Dec,Region,Edge
241.174,-40.541,49,1
240.872,-41.069,49,1
240.504,-41.806,49,1
240.301,-42.461,49,1
240.164,-43.133,49,1
239.993,-43.854,49,1
239.819,-44.778,49,1
239.643,-45.772,49,1
239.438,-46.514,49,1
239.208,-47.123,49,1
239.133,-47.630,49,1
239.160,-48.133,49,1
239.197,-48.702,49,1
239.263,-49.226,49,1
239.173,-49.617,49,1
238.943,-50.043,49,1
238.605,-50.518,49,1
238.451,-51.030,49,1
238.411,-51.607,49,1
238.483,-52.179,49,1
238.509,-52.681,49,1
238.370,-53.059,49,1
238.092,-53.299,49,1
237.613,-53.455,49,1
236.864,-53.663,49,1
235.757,-53.809,49,1
234.872,-53.844,49,1
234.065,-53.970,49,1
233.291,-54.160,49,1
232.430,-54.553,49,1
231.193,-54.126,49,0
227.941,-52.986,49,0
225.890,-52.018,49,0
224.842,-49.953,49,0
254.553,-61.514,50,1
255.048,-60.897,50,1
255.641,-60.242,50,1
256.087,-59.664,50,1
256.582,-59.281,50,1
257.401,-59.018,50,1
258.240,-58.911,50,1
259.300,-58.854,50,1
260.466,-58.808,50,1
261.296,-58.755,50,1
262.450,-58.578,50,1
263.394,-58.294,50,1
264.151,-57.856,50,1
264.795,-57.476,50,1
265.456,-56.877,50,1
265.925,-56.478,50,1
266.388,-55.940,50,1
266.756,-55.485,50,1
267.179,-54.987,50,1
267.614,-54.596,50,1
268.154,-54.092,50,1
268.572,-53.767,50,1
268.867,-53.422,50,1
269.251,-52.936,50,1
269.450,-52.404,50,1
269.484,-51.847,50,1
269.537,-51.248,50,1
269.583,-50.611,50,1
267.679,-50.281,50,0
264.902,-50.287,50,0
261.408,-50.354,50,0
259.079,-50.320,50,0
255.562,-50.204,50,0
253.742,-51.661,50,0
251.849,-53.169,50,0
249.748,-54.618,50,0
247.678,-55.966,50,0
245.916,-57.126,50,0
244.149,-58.696,50,0
246.353,-59.544,50,0
249.535,-60.495,50,0
253.102,-61.361,50,0
232.430,-54.553,51,1
231.457,-54.798,51,1
230.462,-55.117,51,1
229.328,-55.471,51,1
228.168,-55.887,51,1
227.246,-56.154,51,1
226.060,-56.387,51,1
224.823,-56.534,51,1
223.584,-56.624,51,1
222.706,-56.555,51,1
221.941,-56.582,51,1
221.401,-56.711,51,1
220.935,-56.891,51,1
220.622,-57.129,51,1
220.355,-57.345,51,1
220.108,-57.631,51,1
220.026,-57.950,51,1
219.962,-58.368,51,1
220.093,-58.730,51,1
220.241,-59.045,51,1
220.564,-59.393,51,1
220.906,-59.675,51,1
221.278,-59.883,51,1
221.656,-60.045,51,1
222.176,-60.260,51,1
222.884,-60.479,51,1
223.529,-60.603,51,1
224.424,-60.638,51,1
225.383,-60.551,51,1
225.974,-60.336,51,1
226.515,-60.020,51,1
227.190,-59.615,51,1
227.661,-59.273,51,1
228.261,-58.953,51,1
228.983,-58.703,51,1
229.698,-58.515,51,1
230.804,-58.412,51,1
231.069,-59.243,51,0
230.697,-61.014,51,0
230.587,-62.876,51,0
230.440,-64.177,51,0
226.052,-64.338,51,0
220.869,-64.192,51,0
216.281,-64.037,51,0
212.381,-64.128,51,0
209.514,-64.533,51,0
207.731,-62.469,51,0
207.228,-60.940,51,0
207.164,-58.012,51,0
211.628,-56.822,51,0
215.392,-55.723,51,0
219.204,-54.320,51,0
222.927,-52.829,51,0
226.354,-51.682,51,0
229.122,-52.887,51,0
231.761,-53.860,51,0
269.583,-50.611,52,1
269.660,-49.576,52,1
269.759,-48.503,52,1
269.883,-47.379,52,1
270.064,-46.705,52,1
270.344,-46.255,52,1
270.974,-45.700,52,1
271.731,-45.135,52,1
272.485,-44.718,52,1
271.437,-43.633,52,0
269.330,-42.732,52,0
266.270,-42.068,52,0
261.343,-41.054,52,0
259.579,-44.008,52,0
257.813,-46.559,52,0
255.457,-50.443,52,0
259.420,-50.955,52,0
267.470,-51.038,52,0
230.804,-58.412,53,1
231.368,-58.430,53,1
232.208,-58.515,53,1
232.970,-58.543,53,1
233.825,-58.545,53,1
234.598,-58.424,53,1
235.324,-58.251,53,1
235.915,-57.956,53,1
236.634,-57.540,53,1
237.466,-57.052,53,1
238.146,-56.559,53,1
238.973,-55.966,53,1
239.533,-55.468,53,1
240.207,-54.988,53,1
240.778,-54.458,53,1
241.478,-54.058,53,1
242.181,-53.662,53,1
242.450,-53.252,53,1
242.446,-52.876,53,1
242.544,-52.357,53,1
242.504,-51.653,53,1
242.370,-51.117,53,1
242.312,-50.533,53,1
242.380,-50.131,53,1
242.517,-49.651,53,1
242.728,-49.243,53,1
243.154,-48.867,53,1
243.429,-48.474,53,1
243.839,-48.048,53,1
244.045,-47.753,53,1
244.269,-47.287,53,1
244.423,-46.874,53,1
244.745,-46.425,53,1
246.402,-46.696,53,0
249.576,-47.853,53,0
251.838,-48.765,53,0
256.001,-50.174,53,0
254.019,-51.916,53,0
251.078,-54.310,53,0
247.958,-56.511,53,0
244.578,-59.289,53,0
242.181,-61.298,53,0
238.069,-63.497,53,0
233.791,-64.067,53,0
229.698,-64.272,53,0
229.728,-61.277,53,0
230.162,-59.218,53,0
272.485,-44.718,54,1
273.391,-44.274,54,1
274.341,-43.936,54,1
275.209,-43.592,54,1
276.001,-43.246,54,1
276.578,-42.950,54,1
277.081,-42.654,54,1
277.717,-42.401,54,1
278.452,-42.093,54,1
279.286,-41.823,54,1
280.108,-41.523,54,1
280.890,-41.196,54,1
281.489,-40.822,54,1
282.117,-40.444,54,1
282.624,-39.970,54,1
283.211,-39.385,54,1
283.753,-38.799,54,1
284.364,-38.254,54,1
284.996,-37.680,54,1
285.510,-37.241,54,1
285.993,-36.689,54,1
284.213,-36.402,54,0
279.443,-36.261,54,0
274.858,-36.048,54,0
270.161,-35.566,54,0
265.779,-34.806,54,0
263.622,-34.261,54,0
263.124,-36.545,54,0
262.350,-39.006,54,0
261.427,-41.303,54,0
265.392,-42.279,54,0
269.202,-43.196,54,0
271.822,-44.652,54,0
244.745,-46.425,55,1
244.888,-45.815,55,1
245.140,-45.245,55,1
245.327,-44.649,55,1
245.653,-44.102,55,1
245.991,-43.812,55,1
246.414,-43.628,55,1
247.002,-43.532,55,1
247.643,-43.539,55,1
248.201,-43.563,55,1
248.902,-43.565,55,1
249.488,-43.563,55,1
250.071,-43.451,55,1
250.504,-43.254,55,1
250.845,-43.037,55,1
251.068,-42.715,55,1
251.200,-42.413,55,1
251.189,-42.116,55,1
251.036,-41.777,55,1
250.823,-41.397,55,1
250.500,-41.020,55,1
250.155,-40.623,55,1
249.815,-40.244,55,1
249.341,-39.798,55,1
248.979,-39.398,55,1
248.597,-38.931,55,1
248.248,-38.399,55,1
247.981,-38.016,55,1
247.774,-37.401,55,1
247.677,-36.763,55,1
247.714,-36.147,55,1
247.771,-35.618,55,1
247.960,-35.133,55,1
248.196,-34.729,55,1
248.559,-34.413,55,1
248.943,-34.181,55,1
249.480,-34.029,55,1
250.016,-33.919,55,1
250.449,-33.787,55,1
250.977,-33.543,55,1
251.479,-33.278,55,1
251.748,-32.974,55,1
251.887,-32.631,55,1
251.851,-32.226,55,1
251.740,-31.974,55,1
251.510,-31.786,55,1
251.232,-31.666,55,1
250.858,-31.629,55,1
250.559,-31.614,55,1
250.308,-31.595,55,1
249.984,-31.536,55,1
249.785,-31.409,55,1
249.658,-31.178,55,1
249.581,-30.857,55,1
249.552,-30.538,55,1
249.525,-30.238,55,1
249.452,-29.898,55,1
249.375,-29.492,55,1
249.301,-29.106,55,1
249.274,-28.614,55,1
249.223,-28.119,55,1
251.020,-28.188,55,0
255.189,-29.641,55,0
258.288,-31.425,55,0
260.908,-33.104,55,0
264.093,-34.303,55,0
263.747,-36.606,55,0
262.146,-41.114,55,0
260.950,-43.481,55,0
259.365,-45.767,55,0
258.055,-48.405,55,0
256.097,-50.922,55,0
252.119,-49.368,55,0
246.461,-47.438,55,0
285.993,-36.689,56,1
286.500,-36.172,56,1
287.179,-35.235,56,1
287.698,-34.350,56,1
288.180,-33.532,56,1
288.347,-32.553,56,1
288.447,-31.653,56,1
288.368,-30.837,56,1
288.300,-29.627,56,1
288.077,-28.799,56,1
287.761,-28.083,56,1
287.233,-27.422,56,1
286.660,-26.901,56,1
285.893,-26.559,56,1
284.635,-26.102,56,1
283.634,-25.839,56,1
282.864,-25.549,56,1
282.317,-25.206,56,1
282.024,-24.838,56,1
282.024,-24.445,56,1
280.910,-24.141,56,0
278.292,-23.203,56,0
274.704,-22.056,56,0
272.058,-21.063,56,0
269.773,-24.720,56,0
267.911,-27.885,56,0
265.380,-31.266,56,0
263.316,-34.548,56,0
267.950,-35.785,56,0
273.100,-36.446,56,0
279.120,-36.890,56,0
283.845,-37.155,56,0
249.223,-28.119,57,1
249.238,-27.703,57,1
249.255,-27.240,57,1
249.350,-26.755,57,1
249.609,-26.387,57,1
249.888,-26.171,57,1
250.265,-25.937,57,1
250.492,-25.700,57,1
250.672,-25.327,57,1
250.806,-24.844,57,1
250.938,-24.293,57,1
251.022,-23.766,57,1
251.055,-23.457,57,1
251.108,-23.059,57,1
251.235,-22.752,57,1
251.455,-22.380,57,1
251.745,-22.097,57,1
252.058,-21.856,57,1
252.489,-21.549,57,1
252.678,-21.352,57,1
252.731,-21.045,57,1
252.662,-20.688,57,1
252.571,-20.288,57,1
252.573,-19.933,57,1
252.646,-19.403,57,1
252.813,-18.959,57,1
253.001,-18.539,57,1
253.256,-18.140,57,1
253.491,-17.782,57,1
253.744,-17.382,57,1
254.044,-17.001,57,1
254.365,-16.711,57,1
254.737,-16.411,57,1
255.526,-15.825,57,1
256.315,-15.348,57,1
256.981,-15.023,57,1
257.529,-14.658,57,1
258.472,-14.279,57,1
259.572,-14.082,57,1
260.401,-13.963,57,1
260.993,-13.894,57,1
261.465,-13.828,57,1
261.739,-13.656,57,1
261.809,-13.418,57,1
261.642,-13.157,57,1
261.401,-13.016,57,1
261.154,-12.755,57,1
260.990,-12.452,57,1
261.019,-12.175,57,1
261.290,-12.043,57,1
261.648,-12.062,57,1
262.005,-12.197,57,1
262.331,-12.409,57,1
263.011,-12.640,57,1
263.854,-12.929,57,1
264.705,-13.177,57,1
265.547,-13.223,57,1
266.436,-13.377,57,1
267.414,-13.555,57,1
268.237,-13.744,57,1
268.917,-14.176,57,1
269.603,-14.604,57,1
270.043,-14.984,57,1
270.279,-15.345,57,1
270.365,-15.878,57,1
270.319,-16.311,57,1
270.068,-16.765,57,1
269.771,-17.150,57,1
269.480,-17.648,57,1
269.269,-18.058,57,1
269.350,-18.472,57,1
269.626,-18.712,57,1
270.025,-18.937,57,1
270.444,-18.927,57,1
271.101,-18.732,57,1
271.480,-19.634,57,0
272.287,-21.826,57,0
269.858,-25.765,57,0
267.926,-29.111,57,0
266.041,-32.242,57,0
263.829,-34.919,57,0
260.479,-33.699,57,0
256.479,-31.127,57,0
250.839,-28.753,57,0
282.024,-24.445,58,1
282.174,-24.197,58,1
282.465,-23.899,58,1
282.825,-23.722,58,1
283.375,-23.572,58,1
284.024,-23.509,58,1
284.669,-23.476,58,1
285.253,-23.411,58,1
285.933,-23.372,58,1
286.449,-23.273,58,1
287.127,-23.171,58,1
287.674,-23.069,58,1
288.185,-22.875,58,1
288.659,-22.564,58,1
288.873,-22.292,58,1
289.013,-21.839,58,1
289.091,-21.361,58,1
289.204,-21.001,58,1
289.279,-20.490,58,1
289.547,-20.036,58,1
289.789,-19.761,58,1
290.190,-19.448,58,1
290.685,-19.191,58,1
291.145,-18.903,58,1
291.481,-18.653,58,1
291.791,-18.345,58,1
292.017,-17.973,58,1
292.094,-17.583,58,1
292.158,-17.016,58,1
292.102,-16.481,58,1
292.069,-15.799,58,1
291.888,-15.209,58,1
291.775,-14.770,58,1
291.636,-14.359,58,1
291.340,-13.896,58,1
291.074,-13.341,58,1
290.934,-12.808,58,1
290.818,-12.096,58,1
290.923,-11.492,58,1
291.116,-10.794,58,1
291.372,-10.062,58,1
290.179,-9.784,58,0
287.662,-9.716,58,0
285.789,-9.694,58,0
283.707,-9.625,58,0
282.955,-12.742,58,0
281.875,-15.331,58,0
280.426,-17.846,58,0
279.146,-20.498,58,0
277.446,-23.286,58,0
279.345,-23.898,58,0
281.387,-24.551,58,0
271.101,-18.732,59,1
271.513,-18.577,59,1
271.917,-18.307,59,1
272.074,-17.980,59,1
272.160,-17.656,59,1
272.172,-17.236,59,1
272.110,-16.812,59,1
272.046,-16.438,59,1
271.960,-16.061,59,1
271.924,-15.619,59,1
271.863,-15.173,59,1
271.878,-14.638,59,1
271.865,-14.173,59,1
271.899,-13.729,59,1
272.051,-13.430,59,1
272.203,-13.108,59,1
272.519,-12.927,59,1
272.809,-12.839,59,1
273.266,-12.754,59,1
273.721,-12.760,59,1
274.223,-12.815,59,1
274.654,-12.796,59,1
275.132,-12.661,59,1
275.567,-12.453,59,1
275.925,-12.201,59,1
276.237,-11.853,59,1
276.619,-11.411,59,1
276.954,-10.969,59,1
277.215,-10.573,59,1
277.428,-10.107,59,1
277.639,-9.664,59,1
277.829,-9.265,59,1
278.019,-9.031,59,1
278.254,-8.892,59,1
278.491,-8.895,59,1
278.610,-9.007,59,1
278.680,-9.186,59,1
278.729,-9.355,59,1
278.799,-9.613,59,1
278.848,-9.916,59,1
278.942,-10.102,59,1
279.087,-10.287,59,1
279.277,-10.428,59,1
279.537,-10.448,59,1
279.775,-10.377,59,1
280.016,-10.111,59,1
280.148,-9.603,59,1
280.175,-9.298,59,1
280.190,-8.948,59,1
280.164,-8.692,59,1
280.091,-8.412,59,1
279.996,-8.107,59,1
279.900,-7.897,59,1
279.735,-7.759,59,1
279.615,-7.736,59,1
279.451,-7.784,59,1
279.357,-7.878,59,1
279.263,-7.974,59,1
279.123,-8.021,59,1
278.981,-7.975,59,1
278.911,-7.880,59,1
278.934,-7.741,59,1
279.074,-7.529,59,1
279.214,-7.202,59,1
279.399,-6.848,59,1
279.516,-6.401,59,1
279.608,-5.978,59,1
279.653,-5.626,59,1
280.500,-5.690,59,0
281.671,-5.853,59,0
283.074,-6.090,59,0
284.367,-6.436,59,0
284.174,-8.596,59,0
283.955,-10.221,59,0
283.484,-12.738,59,0
282.153,-15.635,59,0
280.628,-18.442,59,0
279.427,-20.765,59,0
277.850,-23.389,59,0
275.750,-22.842,59,0
273.427,-21.952,59,0
271.801,-21.378,59,0
270.963,-19.512,59,0
291.372,-10.062,60,1
291.527,-9.534,60,1
291.670,-8.930,60,1
291.755,-8.329,60,1
291.784,-7.766,60,1
291.814,-7.130,60,1
291.731,-6.530,60,1
291.590,-5.858,60,1
291.321,-5.393,60,1
291.093,-5.020,60,1
290.862,-4.647,60,1
290.522,-4.275,60,1
290.199,-3.922,60,1
289.842,-3.589,60,1
289.523,-3.364,60,1
289.258,-3.046,60,1
289.145,-2.768,60,1
289.127,-2.469,60,1
289.199,-2.187,60,1
289.311,-1.908,60,1
289.572,-1.756,60,1
289.817,-1.718,60,1
290.079,-1.716,60,1
290.304,-1.792,60,1
290.547,-1.883,60,1
290.793,-1.994,60,1
291.037,-2.087,60,1
291.300,-2.178,60,1
291.639,-2.213,60,1
291.938,-2.231,60,1
291.996,-2.231,60,1
292.372,-2.208,60,1
292.729,-2.188,60,1
293.050,-2.094,60,1
293.369,-1.962,60,1
293.632,-1.772,60,1
293.820,-1.565,60,1
293.932,-1.228,60,1
293.952,-0.872,60,1
293.818,-0.594,60,1
293.667,-0.313,60,1
293.458,-0.091,60,1
293.137,0.111,60,1
292.819,0.204,60,1
292.424,0.333,60,1
292.066,0.498,60,1
291.821,0.684,60,1
291.729,0.926,60,1
291.766,1.093,60,1
291.102,1.509,60,0
289.403,2.280,60,0
287.841,3.152,60,0
286.714,1.207,60,0
285.746,-0.534,60,0
284.676,-2.842,60,0
284.110,-4.797,60,0
283.877,-7.051,60,0
283.685,-9.963,60,0
286.054,-10.010,60,0
288.461,-10.070,60,0
290.490,-10.148,60,0
279.653,-5.626,61,1
279.695,-5.276,61,1
279.699,-4.842,61,1
279.634,-4.462,61,1
279.497,-4.013,61,1
279.329,-3.601,61,1
279.192,-3.152,61,1
279.020,-2.686,61,1
278.991,-2.185,61,1
278.956,-1.670,61,1
279.115,-1.103,61,1
279.342,-0.756,61,1
279.636,-0.463,61,1
279.914,-0.152,61,1
280.138,0.192,61,1
280.225,0.553,61,1
280.361,0.845,61,1
280.551,1.052,61,1
280.862,1.191,61,1
281.207,1.276,61,1
281.623,1.262,61,1
282.019,1.176,61,1
282.433,1.144,61,1
282.829,1.160,61,1
283.242,1.316,61,1
283.397,1.487,61,1
283.449,1.745,61,1
283.499,2.003,61,1
283.516,2.296,61,1
283.518,2.606,61,1
283.602,2.882,61,1
283.756,3.087,61,1
284.033,3.330,61,1
284.276,3.450,61,1
284.533,3.605,61,1
284.755,3.726,61,1
284.944,3.881,61,1
285.135,4.086,61,1
285.288,4.396,61,1
285.238,4.690,61,1
285.272,4.967,61,1
285.359,5.173,61,1
285.496,5.381,61,1
285.824,5.551,61,1
286.136,5.758,61,1
286.429,5.949,61,1
286.724,6.175,61,1
287.570,5.888,61,0
289.169,4.677,61,0
288.079,3.030,61,0
287.165,1.249,61,0
286.083,-0.584,61,0
284.996,-3.093,61,0
284.536,-4.858,61,0
284.272,-6.795,61,0
282.093,-6.300,61,0
280.483,-6.090,61,0
291.766,1.093,62,1
291.891,1.215,62,1
292.068,1.395,62,1
292.337,1.513,62,1
292.587,1.645,62,1
292.901,1.824,62,1
293.273,1.972,62,1
293.748,2.300,62,1
294.119,2.623,62,1
294.520,2.952,62,1
294.821,3.291,62,1
295.118,3.676,62,1
295.431,4.045,62,1
295.657,4.341,62,1
295.853,4.636,62,1
296.138,4.976,62,1
296.334,5.329,62,1
295.730,5.810,62,0
294.310,6.522,62,0
293.097,7.155,62,0
291.394,7.974,62,0
290.647,6.841,62,0
289.980,5.937,62,0
289.024,4.804,62,0
288.508,4.107,62,0
287.843,2.956,62,0
289.113,2.238,62,0
290.515,1.405,62,0
286.724,6.175,63,1
286.988,6.537,63,1
287.349,7.033,63,1
287.609,7.477,63,1
287.787,7.894,63,1
288.046,8.259,63,1
288.229,8.416,63,1
288.593,8.678,63,1
288.775,8.963,63,1
288.903,9.328,63,1
288.980,9.666,63,1
289.029,10.027,63,1
289.028,10.195,63,1
289.057,10.402,63,1
289.163,10.578,63,1
289.343,10.729,63,1
289.583,10.787,63,1
289.781,10.744,63,1
289.964,10.686,63,1
290.220,10.626,63,1
290.461,10.656,63,1
290.612,10.761,63,1
290.672,10.969,63,1
290.734,11.160,63,1
290.824,11.411,63,1
290.885,11.637,63,1
290.930,11.918,63,1
290.977,12.201,63,1
291.024,12.378,63,1
291.116,12.585,63,1
291.251,12.810,63,1
291.438,13.017,63,1
291.619,13.223,63,1
291.803,13.433,63,1
292.005,13.744,63,1
292.584,13.607,63,0
293.421,13.274,63,0
294.269,12.879,63,0
295.010,12.438,63,0
294.355,11.408,63,0
293.433,10.228,63,0
292.459,9.032,63,0
291.599,7.924,63,0
290.849,6.797,63,0
289.938,5.592,63,0
289.060,4.535,63,0
288.317,5.052,63,0
287.191,5.772,63,0
296.334,5.329,64,1
296.497,5.577,64,1
296.638,5.861,64,1
296.781,6.233,64,1
296.888,6.659,64,1
296.982,7.067,64,1
297.067,7.511,64,1
297.193,7.882,64,1
297.301,8.217,64,1
297.554,8.447,64,1
297.785,8.568,64,1
298.108,8.655,64,1
298.428,8.743,64,1
298.734,8.883,64,1
299.059,9.090,64,1
299.258,9.284,64,1
299.457,9.547,64,1
299.654,9.890,64,1
299.769,10.162,64,1
299.826,10.479,64,1
299.883,10.727,64,1
299.993,10.938,64,1
300.160,11.148,64,1
300.358,11.233,64,1
300.721,11.317,64,1
301.013,11.420,64,1
301.266,11.504,64,1
301.559,11.623,64,1
301.924,11.774,64,1
302.126,11.912,64,1
302.296,12.141,64,1
302.503,12.507,64,1
302.619,12.787,64,1
302.719,13.173,64,1
302.786,13.562,64,1
302.888,13.931,64,1
302.933,14.267,64,1
302.415,14.703,64,0
301.181,15.273,64,0
300.198,15.855,64,0
299.119,16.471,64,0
298.276,16.939,64,0
297.345,15.789,64,0
296.282,14.442,64,0
295.210,13.079,64,0
294.510,12.101,64,0
293.563,10.910,64,0
292.639,9.681,64,0
291.879,8.787,64,0
291.156,7.836,64,0
292.541,7.095,64,0
294.347,6.136,64,0
295.804,5.450,64,0
292.005,13.744,65,1
292.285,14.161,65,1
292.602,14.561,65,1
292.888,14.867,65,1
293.153,15.158,65,1
293.437,15.536,65,1
293.634,15.842,65,1
293.700,16.088,65,1
293.694,16.283,65,1
293.580,16.439,65,1
293.395,16.523,65,1
293.186,16.640,65,1
293.128,16.762,65,1
293.236,16.890,65,1
293.416,17.034,65,1
293.617,17.199,65,1
293.755,17.466,65,1
293.899,17.698,65,1
294.022,17.929,65,1
294.107,18.248,65,1
294.213,18.498,65,1
294.377,18.695,65,1
294.595,18.860,65,1
294.982,19.078,65,1
295.296,19.242,65,1
295.741,19.443,65,1
296.187,19.625,65,1
296.539,19.840,65,1
296.705,20.054,65,1
296.891,20.322,65,1
297.039,20.622,65,1
297.149,20.852,65,1
297.240,21.169,65,1
297.352,21.490,65,1
297.461,21.824,65,1
297.592,22.180,65,1
298.335,21.951,65,0
299.206,21.526,65,0
300.168,20.993,65,0
300.672,20.670,65,0
300.154,19.829,65,0
299.458,18.757,65,0
298.971,17.949,65,0
298.398,16.873,65,0
297.558,15.639,65,0
296.691,14.552,65,0
295.937,13.488,65,0
294.922,12.269,65,0
293.865,12.723,65,0
292.193,13.435,65,0
302.933,14.267,66,1
302.971,14.638,66,1
303.126,14.883,66,1
303.340,15.108,66,1
303.590,15.297,66,1
303.884,15.558,66,1
304.099,15.878,66,1
304.276,16.157,66,1
304.353,16.496,66,1
304.338,16.888,66,1
304.222,17.169,66,1
304.086,17.489,66,1
304.047,17.828,66,1
304.168,18.087,66,1
304.385,18.331,66,1
304.644,18.518,66,1
304.980,18.643,66,1
305.337,18.753,66,1
305.792,18.858,66,1
306.149,18.981,66,1
306.750,19.140,66,1
307.245,19.221,66,1
307.767,19.374,66,1
308.106,19.459,66,1
308.411,19.601,66,1
308.715,19.759,66,1
308.940,19.938,66,1
309.130,20.193,66,1
309.284,20.562,66,1
309.424,21.005,66,1
309.693,21.613,66,1
309.925,22.201,66,1
310.155,22.757,66,1
310.369,23.289,66,1
310.728,23.854,66,1
311.049,24.365,66,1
311.348,24.838,66,1
311.759,25.326,66,1
312.255,25.826,66,1
311.705,26.605,66,0
310.180,27.519,66,0
308.045,28.608,66,0
306.751,26.909,66,0
305.314,25.280,66,0
304.207,24.018,66,0
302.983,22.898,66,0
301.671,22.033,66,0
300.520,21.009,66,0
299.903,19.837,66,0
298.866,18.410,66,0
298.083,16.739,66,0
298.918,16.160,66,0
300.215,15.383,66,0
302.182,14.334,66,0
297.592,22.180,67,1
297.821,22.447,67,1
298.202,22.664,67,1
298.697,22.854,67,1
299.220,23.016,67,1
299.692,23.103,67,1
300.136,23.159,67,1
300.609,23.266,67,1
301.136,23.294,67,1
301.692,23.424,67,1
302.055,23.653,67,1
302.473,24.036,67,1
302.813,24.392,67,1
303.043,24.823,67,1
303.243,25.230,67,1
303.448,25.765,67,1
303.485,26.250,67,1
303.404,26.634,67,1
303.323,27.019,67,1
303.244,27.504,67,1
303.336,27.889,67,1
303.573,28.343,67,1
303.757,28.726,67,1
303.879,29.107,67,1
303.890,29.568,67,1
303.666,30.160,67,1
303.553,30.548,67,1
303.444,31.036,67,1
303.390,31.420,67,1
303.460,31.909,67,1
303.857,32.211,67,1
304.222,32.335,67,1
304.574,32.685,67,1
304.887,33.090,67,1
305.242,33.559,67,1
305.523,33.989,67,1
305.768,34.448,67,1
305.935,34.937,67,1
306.068,35.358,67,1
308.095,34.757,67,0
309.383,34.105,67,0
311.113,33.109,67,0
310.225,31.870,67,0
309.294,30.477,67,0
308.500,28.924,67,0
307.694,27.625,67,0
306.322,25.910,67,0
305.032,24.488,67,0
303.805,23.231,67,0
302.271,21.965,67,0
300.467,20.498,67,0
299.450,21.001,67,0
297.953,21.684,67,0
312.255,25.826,68,1
312.676,26.183,68,1
313.128,26.735,68,1
313.515,27.166,68,1
314.015,27.754,68,1
314.352,28.140,68,1
314.566,28.520,68,1
314.654,28.880,68,1
314.848,29.163,68,1
315.287,29.370,68,1
315.676,29.480,68,1
316.118,29.684,68,1
316.593,29.910,68,1
316.962,30.185,68,1
317.281,30.555,68,1
317.660,30.922,68,1
318.016,31.362,68,1
318.389,31.964,68,1
318.702,32.498,68,1
319.090,32.765,68,1
319.448,32.961,68,1
319.759,33.301,68,1
319.999,33.764,68,1
320.129,34.329,68,1
320.358,34.913,68,1
320.535,35.570,68,1
320.822,36.055,68,1
321.153,36.391,68,1
321.493,36.777,68,1
320.983,37.335,68,0
319.760,38.123,68,0
318.502,38.803,68,0
317.188,39.425,68,0
315.693,38.201,68,0
314.190,36.962,68,0
312.558,35.561,68,0
311.189,33.932,68,0
310.228,32.555,68,0
309.301,31.006,68,0
308.577,29.789,68,0
307.933,28.326,68,0
309.590,27.454,68,0
311.562,26.221,68,0
306.068,35.358,69,1
306.202,35.934,69,1
306.424,36.430,69,1
306.617,36.751,69,1
306.889,37.026,69,1
307.245,37.189,69,1
307.783,37.272,69,1
308.342,37.305,69,1
308.921,37.336,69,1
309.341,37.413,69,1
309.863,37.517,69,1
310.288,37.653,69,1
310.775,37.835,69,1
311.149,38.129,69,1
311.673,38.512,69,1
312.000,38.915,69,1
312.287,39.319,69,1
312.483,39.854,69,1
312.568,40.518,69,1
312.522,41.124,69,1
312.516,41.680,69,1
312.440,42.177,69,1
312.204,42.488,69,1
311.828,42.754,69,1
311.590,43.126,69,1
311.376,43.626,69,1
311.215,43.981,69,1
310.951,44.416,69,1
310.451,44.816,69,1
309.989,45.119,69,1
309.416,45.389,69,1
308.626,45.632,69,1
308.129,45.780,69,1
307.521,45.902,69,1
306.935,45.993,69,1
306.399,46.027,69,1
305.939,46.024,69,1
305.552,45.982,69,1
305.364,45.927,69,1
305.076,45.864,69,1
304.411,46.766,69,0
307.811,47.566,69,0
311.145,47.031,69,0
313.387,46.274,69,0
315.856,45.237,69,0
317.942,44.326,69,0
319.703,43.533,69,0
320.877,42.937,69,0
318.965,40.972,69,0
317.479,39.326,69,0
315.908,37.844,69,0
314.127,36.325,69,0
312.599,34.735,69,0
311.581,33.510,69,0
310.949,32.856,69,0
309.653,33.424,69,0
307.433,34.450,69,0
321.493,36.777,70,1
321.836,37.051,70,1
322.208,37.217,70,1
322.690,37.379,70,1
323.379,37.426,70,1
324.099,37.472,70,1
324.684,37.538,70,1
325.305,37.638,70,1
325.816,37.722,70,1
326.391,37.906,70,1
326.863,38.134,70,1
327.331,38.550,70,1
327.735,39.076,70,1
327.924,39.593,70,1
328.012,40.158,70,1
327.900,40.694,70,1
327.667,41.131,70,1
327.560,41.477,70,1
327.554,41.962,70,1
327.770,42.349,70,1
327.983,42.739,70,1
328.337,43.010,70,1
328.729,43.131,70,1
329.316,43.153,70,1
329.891,43.111,70,1
330.486,43.168,70,1
331.040,43.332,70,1
331.513,43.521,70,1
331.905,43.866,70,1
332.110,44.313,70,1
332.284,44.890,70,1
331.451,45.458,70,0
329.985,46.173,70,0
328.519,47.101,70,0
326.420,48.145,70,0
324.652,46.944,70,0
322.441,45.034,70,0
320.571,43.150,70,0
318.837,41.575,70,0
317.586,40.152,70,0
316.685,39.045,70,0
318.692,38.216,70,0
320.465,37.118,70,0
298.998,49.289,71,1
299.309,49.456,71,1
299.510,49.766,71,1
299.537,50.170,71,1
299.420,50.617,71,1
299.381,51.070,71,1
299.416,51.423,71,1
299.597,51.713,71,1
300.037,52.035,71,1
300.453,52.352,71,1
300.973,52.567,71,1
